transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp1000350_c0_seq1|m.22503 comp1000350_c0_seq1|g.22503  ,mlei1,_,3,-,-,-,N,-,108,-,-
comp13692_c0_seq1|m.6506 comp13692_c0_seq1|g.6506  ,mlei3248,_,3,-,-,-,N,-,182,-,-
comp1369407_c0_seq1|m.23470 comp1369407_c0_seq1|g.23470  ,mlei3249,S,1,-,-,-,N,-,114,-,-
comp136966_c0_seq1|m.17945 comp136966_c0_seq1|g.17945  ,mlei3250,S,1,-,-,-,N,-,750,-,-
comp13697_c0_seq1|m.6507 comp13697_c0_seq1|g.6507  ,mlei3251,_,3,-,-,-,N,-,103,-,-
comp13698_c0_seq1|m.6508 comp13698_c0_seq1|g.6508  ,mlei3252,S,2,-,-,-,N,-,457,-,-
comp1369_c0_seq1|m.321 comp1369_c0_seq1|g.321  ,mlei3253,_,2,-,-,-,N,-,279,-,-
comp1370033_c0_seq1|m.23471 comp1370033_c0_seq1|g.23471  ,mlei3254,_,3,-,-,-,N,-,158,-,-
comp13705_c0_seq1|m.6509 comp13705_c0_seq1|g.6509  ,mlei3255,_,1,-,-,-,N,-,395,-,-
comp13706_c0_seq1|m.6510 comp13706_c0_seq1|g.6510  ,mlei3256,_,2,-,-,-,N,-,304,-,-
comp13707_c0_seq1|m.6511 comp13707_c0_seq1|g.6511  ,mlei3257,_,4,-,-,-,N,-,249,-,-
comp13709_c0_seq1|m.6512 comp13709_c0_seq1|g.6512  ,mlei3258,_,5,-,-,-,N,-,213,-,-
comp1371160_c0_seq1|m.23472 comp1371160_c0_seq1|g.23472  ,mlei3259,_,2,-,-,-,N,-,112,-,-
comp13711_c0_seq1|m.6513 comp13711_c0_seq1|g.6513  ,mlei3260,_,1,-,-,-,N,-,593,-,-
comp13711_c0_seq2|m.6514 comp13711_c0_seq2|g.6514  ,mlei3261,_,1,-,-,-,N,-,583,-,-
comp13712_c0_seq1|m.6515 comp13712_c0_seq1|g.6515  ,mlei3262,S,2,-,-,-,N,-,238,-,-
comp13713_c0_seq1|m.6516 comp13713_c0_seq1|g.6516  ,mlei3263,_,1,-,-,-,N,-,455,-,-
comp1371576_c0_seq1|m.23473 comp1371576_c0_seq1|g.23473  ,mlei3264,_,1,-,-,-,N,-,110,-,-
comp137199_c0_seq1|m.17946 comp137199_c0_seq1|g.17946  ,mlei3265,S,4,-,-,-,N,-,155,-,-
comp13719_c0_seq1|m.6518 comp13719_c0_seq1|g.6518  ,mlei3266,_,3,-,-,-,N,-,226,-,-
comp13721_c0_seq1|m.6519 comp13721_c0_seq1|g.6519  ,mlei3267,_,2,-,-,-,N,-,122,-,-
comp13723_c0_seq1|m.6520 comp13723_c0_seq1|g.6520  ,mlei3268,_,2,-,-,-,N,-,180,-,-
comp137247_c0_seq1|m.17947 comp137247_c0_seq1|g.17947  ,mlei3269,_,2,-,-,-,N,-,505,-,-
comp13726_c0_seq1|m.6523 comp13726_c0_seq1|g.6523  ,mlei3270,S,5,-,-,-,N,-,102,-,-
comp13726_c0_seq1|m.6521 comp13726_c0_seq1|g.6521  ,mlei3271,_,2,-,-,-,N,-,519,-,-
comp13728_c0_seq1|m.6524 comp13728_c0_seq1|g.6524  ,mlei3272,_,1,-,-,-,N,-,115,-,-
comp13729_c0_seq1|m.6525 comp13729_c0_seq1|g.6525  ,mlei3273,_,2,-,-,-,N,-,291,-,-
comp13730_c0_seq1|m.6527 comp13730_c0_seq1|g.6527  ,mlei3274,S,2,-,-,-,N,-,335,-,-
comp13731_c0_seq1|m.6528 comp13731_c0_seq1|g.6528  ,mlei3275,_,1,-,-,-,N,-,490,-,-
comp13734_c0_seq1|m.6531 comp13734_c0_seq1|g.6531  ,mlei3276,_,4,-,-,-,N,-,107,-,-
comp1373512_c0_seq1|m.23474 comp1373512_c0_seq1|g.23474  ,mlei3277,_,1,-,-,-,N,-,119,-,-
comp13736_c0_seq1|m.6532 comp13736_c0_seq1|g.6532  ,mlei3278,_,1,-,-,-,N,-,375,-,-
comp1373_c0_seq1|m.322 comp1373_c0_seq1|g.322  ,mlei3279,S,1,-,-,-,N,-,175,-,-
comp13742_c0_seq1|m.6533 comp13742_c0_seq1|g.6533  ,mlei3280,_,2,-,-,-,N,-,427,-,-
comp137434_c0_seq1|m.17949 comp137434_c0_seq1|g.17949  ,mlei3281,_,2,-,-,-,N,-,1077,-,-
comp13743_c0_seq1|m.6534 comp13743_c0_seq1|g.6534  ,mlei3282,_,4,-,-,-,N,-,448,-,-
comp13747_c0_seq1|m.6538 comp13747_c0_seq1|g.6538  ,mlei3283,_,2,-,-,-,N,-,185,-,-
comp13747_c0_seq1|m.6537 comp13747_c0_seq1|g.6537  ,mlei3284,_,2,-,-,-,N,-,185,-,-
comp13749_c0_seq1|m.6543 comp13749_c0_seq1|g.6543  ,mlei3285,_,4,-,-,-,N,-,838,-,-
comp137522_c0_seq1|m.17950 comp137522_c0_seq1|g.17950  ,mlei3286,S,1,-,-,-,N,-,115,-,-
comp13753_c0_seq1|m.6544 comp13753_c0_seq1|g.6544  ,mlei3287,_,2,hsap1214,mmus1498,scer378,Y,ATAD1,279,Atad1,MSP1
comp13758_c0_seq1|m.6547 comp13758_c0_seq1|g.6547  ,mlei3288,_,5,-,-,-,N,-,488,-,-
comp13760_c0_seq1|m.6549 comp13760_c0_seq1|g.6549  ,mlei3289,_,1,-,-,-,N,-,146,-,-
comp13761_c0_seq1|m.6550 comp13761_c0_seq1|g.6550  ,mlei3290,_,2,-,-,-,N,-,260,-,-
comp13762_c0_seq1|m.6551 comp13762_c0_seq1|g.6551  ,mlei3291,_,1,-,-,-,N,-,766,-,-
comp13763_c0_seq1|m.6553 comp13763_c0_seq1|g.6553  ,mlei3292,_,1,-,-,-,N,-,575,-,-
comp13764_c0_seq1|m.6554 comp13764_c0_seq1|g.6554  ,mlei3293,_,2,-,-,-,N,-,109,-,-
comp13764_c0_seq2|m.6555 comp13764_c0_seq2|g.6555  ,mlei3294,_,1,-,-,-,N,-,160,-,-
comp137653_c0_seq1|m.17951 comp137653_c0_seq1|g.17951  ,mlei3295,S,2,-,-,-,N,-,356,-,-
comp13766_c0_seq1|m.6557 comp13766_c0_seq1|g.6557  ,mlei3296,_,1,-,-,-,N,-,201,-,-
comp1376903_c0_seq1|m.23476 comp1376903_c0_seq1|g.23476  ,mlei3297,_,3,-,-,-,N,-,155,-,-
comp13770_c0_seq1|m.6558 comp13770_c0_seq1|g.6558  ,mlei3298,_,4,-,-,-,N,-,190,-,-
comp13772_c0_seq1|m.6559 comp13772_c0_seq1|g.6559  ,mlei3299,_,2,-,-,-,N,-,368,-,-
comp1377421_c0_seq1|m.23477 comp1377421_c0_seq1|g.23477  ,mlei3300,_,5,-,-,-,N,-,106,-,-
comp13775_c0_seq1|m.6560 comp13775_c0_seq1|g.6560  ,mlei3301,_,2,-,-,-,N,-,204,-,-
comp1377780_c0_seq1|m.23478 comp1377780_c0_seq1|g.23478  ,mlei3302,S,2,-,-,-,N,-,140,-,-
comp137786_c0_seq1|m.17952 comp137786_c0_seq1|g.17952  ,mlei3303,_,4,-,-,-,N,-,838,-,-
comp13778_c0_seq1|m.6562 comp13778_c0_seq1|g.6562  ,mlei3304,_,1,-,-,-,N,-,399,-,-
comp1378162_c0_seq1|m.23479 comp1378162_c0_seq1|g.23479  ,mlei3305,_,3,-,-,-,N,-,193,-,-
comp13781_c0_seq1|m.6563 comp13781_c0_seq1|g.6563  ,mlei3306,S,1,-,-,-,N,-,273,-,-
comp13782_c0_seq1|m.6564 comp13782_c0_seq1|g.6564  ,mlei3307,M,4,-,-,-,N,-,110,-,-
comp13783_c0_seq1|m.6565 comp13783_c0_seq1|g.6565  ,mlei3308,_,2,-,-,-,N,-,174,-,-
comp13785_c0_seq1|m.6566 comp13785_c0_seq1|g.6566  ,mlei3309,_,1,-,-,-,N,-,229,-,-
comp137878_c0_seq1|m.17954 comp137878_c0_seq1|g.17954  ,mlei3310,M,3,-,-,-,Y,-,326,-,-
comp13787_c0_seq1|m.6568 comp13787_c0_seq1|g.6568  ,mlei3311,S,1,-,-,-,N,-,136,-,-
comp1378860_c0_seq1|m.23480 comp1378860_c0_seq1|g.23480  ,mlei3312,S,4,-,-,-,N,-,109,-,-
comp13788_c0_seq1|m.6569 comp13788_c0_seq1|g.6569  ,mlei3313,_,1,-,-,-,N,-,349,-,-
comp13795_c0_seq1|m.6570 comp13795_c0_seq1|g.6570  ,mlei3314,M,5,-,-,-,N,-,119,-,-
comp13797_c0_seq1|m.6571 comp13797_c0_seq1|g.6571  ,mlei3315,M,5,-,-,-,N,-,117,-,-
comp1379_c0_seq1|m.324 comp1379_c0_seq1|g.324  ,mlei3316,_,3,-,-,-,N,-,226,-,-
comp13801_c0_seq1|m.6572 comp13801_c0_seq1|g.6572  ,mlei3317,_,4,-,-,-,N,-,152,-,-
comp13803_c0_seq1|m.6573 comp13803_c0_seq1|g.6573  ,mlei3318,_,4,-,-,-,N,-,231,-,-
comp13804_c0_seq1|m.6574 comp13804_c0_seq1|g.6574  ,mlei3319,_,2,-,-,-,N,-,719,-,-
comp13806_c0_seq1|m.6575 comp13806_c0_seq1|g.6575  ,mlei3320,S,1,-,-,-,N,-,436,-,-
comp13807_c0_seq1|m.6577 comp13807_c0_seq1|g.6577  ,mlei3321,_,1,-,-,-,N,-,543,-,-
comp13808_c0_seq1|m.6579 comp13808_c0_seq1|g.6579  ,mlei3322,_,4,-,-,-,N,-,463,-,-
comp13809_c0_seq1|m.6581 comp13809_c0_seq1|g.6581  ,mlei3323,_,3,-,-,-,N,-,260,-,-
comp138104_c0_seq1|m.17956 comp138104_c0_seq1|g.17956  ,mlei3324,_,2,-,-,-,N,-,395,-,-
comp13810_c0_seq1|m.6582 comp13810_c0_seq1|g.6582  ,mlei3325,M,5,hsap444,mmus508,scer846,Y,SLC25A26,181,Slc25a26,PET8
comp13813_c0_seq1|m.6583 comp13813_c0_seq1|g.6583  ,mlei3326,S,3,-,-,-,N,-,156,-,-
comp13814_c0_seq1|m.6584 comp13814_c0_seq1|g.6584  ,mlei3327,_,2,-,-,-,N,-,228,-,-
comp13816_c0_seq1|m.6585 comp13816_c0_seq1|g.6585  ,mlei3328,_,1,-,-,-,N,-,203,-,-
comp13817_c0_seq1|m.6586 comp13817_c0_seq1|g.6586  ,mlei3329,M,5,-,-,-,N,-,906,-,-
comp13817_c0_seq2|m.6587 comp13817_c0_seq2|g.6587  ,mlei3330,M,5,-,-,-,N,-,930,-,-
comp1381922_c0_seq1|m.23481 comp1381922_c0_seq1|g.23481  ,mlei3331,S,1,-,-,-,N,-,100,-,-
comp138206_c0_seq1|m.17957 comp138206_c0_seq1|g.17957  ,mlei3332,_,1,-,-,-,N,-,394,-,-
comp13822_c0_seq1|m.6588 comp13822_c0_seq1|g.6588  ,mlei3333,_,2,-,-,-,N,-,161,-,-
comp13823_c0_seq2|m.6589 comp13823_c0_seq2|g.6589  ,mlei3334,_,5,-,-,-,N,-,117,-,-
comp138276_c0_seq1|m.17959 comp138276_c0_seq1|g.17959  ,mlei3335,_,5,-,-,-,N,-,120,-,-
comp13827_c0_seq1|m.6591 comp13827_c0_seq1|g.6591  ,mlei3336,_,1,-,-,-,N,-,317,-,-
comp1382831_c0_seq1|m.23482 comp1382831_c0_seq1|g.23482  ,mlei3337,_,2,-,-,-,N,-,107,-,-
comp13828_c0_seq1|m.6592 comp13828_c0_seq1|g.6592  ,mlei3338,_,4,-,-,-,N,-,957,-,-
comp13830_c0_seq1|m.6593 comp13830_c0_seq1|g.6593  ,mlei3339,_,1,-,-,-,N,-,153,-,-
comp13831_c0_seq2|m.6594 comp13831_c0_seq2|g.6594  ,mlei3340,_,2,-,-,scer949,Y,-,281,-,YOR022C
comp138325_c0_seq1|m.17960 comp138325_c0_seq1|g.17960  ,mlei3341,_,2,-,-,-,N,-,210,-,-
comp13832_c0_seq1|m.6595 comp13832_c0_seq1|g.6595  ,mlei3342,_,5,-,-,-,N,-,337,-,-
comp13834_c0_seq1|m.6596 comp13834_c0_seq1|g.6596  ,mlei3343,_,2,-,-,-,N,-,265,-,-
comp13835_c0_seq1|m.6597 comp13835_c0_seq1|g.6597  ,mlei3344,_,1,-,-,-,N,-,302,-,-
comp13837_c0_seq1|m.6598 comp13837_c0_seq1|g.6598  ,mlei3345,S,4,-,-,-,N,-,479,-,-
comp13838_c0_seq1|m.6600 comp13838_c0_seq1|g.6600  ,mlei3346,_,1,-,-,-,N,-,956,-,-
comp13839_c0_seq1|m.6603 comp13839_c0_seq1|g.6603  ,mlei3347,_,4,-,-,-,N,-,270,-,-
comp1383_c0_seq1|m.326 comp1383_c0_seq1|g.326  ,mlei3348,_,3,-,-,-,N,-,109,-,-
comp13840_c0_seq1|m.6604 comp13840_c0_seq1|g.6604  ,mlei3349,S,1,-,-,-,N,-,243,-,-
comp138417_c0_seq1|m.17961 comp138417_c0_seq1|g.17961  ,mlei3350,S,3,-,-,-,N,-,366,-,-
comp13842_c0_seq1|m.6605 comp13842_c0_seq1|g.6605  ,mlei3351,_,4,-,-,-,N,-,271,-,-
comp13843_c0_seq1|m.6606 comp13843_c0_seq1|g.6606  ,mlei3352,_,1,-,-,-,N,-,377,-,-
comp13844_c0_seq1|m.6607 comp13844_c0_seq1|g.6607  ,mlei3353,_,4,-,-,-,N,-,354,-,-
comp13845_c0_seq1|m.6608 comp13845_c0_seq1|g.6608  ,mlei3354,S,3,-,-,-,N,-,163,-,-
comp13846_c0_seq1|m.6609 comp13846_c0_seq1|g.6609  ,mlei3355,_,2,-,-,-,N,-,228,-,-
comp13847_c0_seq1|m.6610 comp13847_c0_seq1|g.6610  ,mlei3356,_,1,-,-,-,N,-,884,-,-
comp13848_c0_seq1|m.6611 comp13848_c0_seq1|g.6611  ,mlei3357,_,2,-,-,-,N,-,459,-,-
comp13850_c0_seq1|m.6612 comp13850_c0_seq1|g.6612  ,mlei3358,_,2,-,-,-,N,-,410,-,-
comp13851_c0_seq1|m.6614 comp13851_c0_seq1|g.6614  ,mlei3359,_,1,-,-,-,N,-,360,-,-
comp13852_c0_seq1|m.6615 comp13852_c0_seq1|g.6615  ,mlei3360,M,4,-,-,-,N,-,251,-,-
comp13853_c0_seq1|m.6617 comp13853_c0_seq1|g.6617  ,mlei3361,_,2,-,-,-,N,-,478,-,-
comp13854_c0_seq1|m.6619 comp13854_c0_seq1|g.6619  ,mlei3362,_,2,-,-,-,N,-,289,-,-
comp13855_c0_seq1|m.6621 comp13855_c0_seq1|g.6621  ,mlei3363,_,1,-,-,-,N,-,347,-,-
comp13858_c0_seq1|m.6623 comp13858_c0_seq1|g.6623  ,mlei3364,_,1,-,-,-,N,-,197,-,-
comp13859_c0_seq1|m.6624 comp13859_c0_seq1|g.6624  ,mlei3365,_,1,-,-,-,N,-,623,-,-
comp13865_c0_seq1|m.6625 comp13865_c0_seq1|g.6625  ,mlei3366,S,1,-,-,-,N,-,110,-,-
comp13865_c0_seq2|m.6626 comp13865_c0_seq2|g.6626  ,mlei3367,S,1,-,-,-,N,-,110,-,-
comp13865_c0_seq3|m.6627 comp13865_c0_seq3|g.6627  ,mlei3368,_,1,-,-,-,N,-,105,-,-
comp13866_c0_seq1|m.6628 comp13866_c0_seq1|g.6628  ,mlei3369,S,1,-,-,-,N,-,598,-,-
comp13870_c0_seq1|m.6629 comp13870_c0_seq1|g.6629  ,mlei3370,_,3,-,-,-,N,-,212,-,-
comp13872_c0_seq1|m.6630 comp13872_c0_seq1|g.6630  ,mlei3371,_,5,-,-,-,N,-,99,-,-
comp13873_c0_seq1|m.6631 comp13873_c0_seq1|g.6631  ,mlei3372,_,3,-,-,-,N,-,680,-,-
comp13873_c0_seq2|m.6632 comp13873_c0_seq2|g.6632  ,mlei3373,_,3,-,-,-,N,-,465,-,-
comp13875_c0_seq1|m.6633 comp13875_c0_seq1|g.6633  ,mlei3374,_,1,-,-,-,N,-,251,-,-
comp13880_c0_seq1|m.6634 comp13880_c0_seq1|g.6634  ,mlei3375,_,1,hsap1091,mmus1158,-,Y,SECISBP2,581,Secisbp2,-
comp13882_c0_seq1|m.6637 comp13882_c0_seq1|g.6637  ,mlei3376,M,5,-,-,-,N,-,127,-,-
comp13884_c0_seq1|m.6638 comp13884_c0_seq1|g.6638  ,mlei3377,_,1,-,-,-,N,-,881,-,-
comp13885_c0_seq1|m.6639 comp13885_c0_seq1|g.6639  ,mlei3378,_,1,-,-,-,N,-,126,-,-
comp13887_c0_seq1|m.6640 comp13887_c0_seq1|g.6640  ,mlei3379,_,3,-,-,-,N,-,683,-,-
comp13888_c0_seq1|m.6641 comp13888_c0_seq1|g.6641  ,mlei3380,_,2,-,-,-,N,-,124,-,-
comp13889_c0_seq1|m.6642 comp13889_c0_seq1|g.6642  ,mlei3381,_,2,-,-,-,N,-,458,-,-
comp1388_c0_seq1|m.327 comp1388_c0_seq1|g.327  ,mlei3382,_,2,-,-,-,N,-,123,-,-
comp13890_c0_seq1|m.6644 comp13890_c0_seq1|g.6644  ,mlei3383,_,1,hsap430,mmus504,-,Y,EEFSEC,528,Eefsec,-
comp1389176_c0_seq1|m.23483 comp1389176_c0_seq1|g.23483  ,mlei3384,_,1,-,-,-,N,-,110,-,-
comp13892_c0_seq1|m.6645 comp13892_c0_seq1|g.6645  ,mlei3385,_,4,-,-,-,N,-,191,-,-
comp13894_c0_seq1|m.6646 comp13894_c0_seq1|g.6646  ,mlei3386,_,5,-,-,-,N,-,151,-,-
comp13894_c0_seq2|m.6647 comp13894_c0_seq2|g.6647  ,mlei3387,_,2,-,-,-,N,-,268,-,-
comp13895_c0_seq1|m.6648 comp13895_c0_seq1|g.6648  ,mlei3388,_,4,-,-,-,N,-,352,-,-
comp13899_c0_seq1|m.6649 comp13899_c0_seq1|g.6649  ,mlei3389,_,3,-,-,-,N,-,179,-,-
comp13899_c0_seq2|m.6650 comp13899_c0_seq2|g.6650  ,mlei3390,_,3,-,-,-,N,-,179,-,-
comp1389_c0_seq1|m.328 comp1389_c0_seq1|g.328  ,mlei3391,_,1,-,-,-,N,-,100,-,-
comp1389_c0_seq2|m.329 comp1389_c0_seq2|g.329  ,mlei3392,_,1,-,-,-,N,-,105,-,-
comp13901_c0_seq1|m.6651 comp13901_c0_seq1|g.6651  ,mlei3393,_,1,-,-,-,N,-,177,-,-
comp13903_c0_seq1|m.6652 comp13903_c0_seq1|g.6652  ,mlei3394,_,1,-,-,-,N,-,101,-,-
comp1390403_c0_seq1|m.23484 comp1390403_c0_seq1|g.23484  ,mlei3395,_,4,-,-,-,N,-,111,-,-
comp13904_c0_seq1|m.6653 comp13904_c0_seq1|g.6653  ,mlei3396,S,5,-,-,-,N,-,193,-,-
comp13905_c0_seq1|m.6654 comp13905_c0_seq1|g.6654  ,mlei3397,S,2,-,-,-,N,-,473,-,-
comp13905_c0_seq2|m.6656 comp13905_c0_seq2|g.6656  ,mlei3398,S,2,-,-,-,N,-,104,-,-
comp13906_c0_seq1|m.6657 comp13906_c0_seq1|g.6657  ,mlei3399,_,1,-,-,-,N,-,118,-,-
comp13907_c0_seq1|m.6658 comp13907_c0_seq1|g.6658  ,mlei3400,_,1,-,-,-,N,-,302,-,-
comp13908_c0_seq1|m.6660 comp13908_c0_seq1|g.6660  ,mlei3401,_,2,-,-,-,N,-,307,-,-
comp13908_c0_seq2|m.6661 comp13908_c0_seq2|g.6661  ,mlei3402,_,3,-,-,-,N,-,281,-,-
comp139115_c0_seq1|m.17962 comp139115_c0_seq1|g.17962  ,mlei3403,_,1,-,-,-,N,-,118,-,-
comp13913_c0_seq1|m.6663 comp13913_c0_seq1|g.6663  ,mlei3404,_,3,-,-,-,N,-,114,-,-
comp13915_c0_seq1|m.6664 comp13915_c0_seq1|g.6664  ,mlei3405,_,3,-,-,-,N,-,395,-,-
comp13917_c0_seq1|m.6665 comp13917_c0_seq1|g.6665  ,mlei3406,_,2,-,-,-,N,-,394,-,-
comp139193_c0_seq1|m.17963 comp139193_c0_seq1|g.17963  ,mlei3407,_,2,-,-,-,N,-,105,-,-
comp1391955_c0_seq1|m.23485 comp1391955_c0_seq1|g.23485  ,mlei3408,_,4,-,-,-,N,-,152,-,-
comp13919_c0_seq1|m.6666 comp13919_c0_seq1|g.6666  ,mlei3409,_,5,-,-,-,N,-,215,-,-
comp13921_c0_seq1|m.6667 comp13921_c0_seq1|g.6667  ,mlei3410,_,2,-,-,-,N,-,372,-,-
comp13923_c0_seq1|m.6668 comp13923_c0_seq1|g.6668  ,mlei3411,_,1,-,-,-,N,-,460,-,-
comp13924_c0_seq1|m.6670 comp13924_c0_seq1|g.6670  ,mlei3412,_,4,-,-,-,N,-,374,-,-
comp13925_c0_seq1|m.6671 comp13925_c0_seq1|g.6671  ,mlei3413,S,5,-,-,-,N,-,274,-,-
comp13926_c0_seq1|m.6672 comp13926_c0_seq1|g.6672  ,mlei3414,_,2,-,-,-,N,-,149,-,-
comp13930_c0_seq1|m.6674 comp13930_c0_seq1|g.6674  ,mlei3415,S,1,-,-,-,N,-,162,-,-
comp13930_c0_seq1|m.6673 comp13930_c0_seq1|g.6673  ,mlei3416,_,3,-,-,-,N,-,242,-,-
comp13931_c0_seq1|m.6675 comp13931_c0_seq1|g.6675  ,mlei3417,_,2,-,-,-,N,-,842,-,-
comp13933_c0_seq1|m.6676 comp13933_c0_seq1|g.6676  ,mlei3418,_,1,-,-,-,N,-,338,-,-
comp139348_c0_seq1|m.17964 comp139348_c0_seq1|g.17964  ,mlei3419,_,3,-,-,-,N,-,599,-,-
comp13935_c0_seq1|m.6678 comp13935_c0_seq1|g.6678  ,mlei3420,_,2,-,-,-,N,-,111,-,-
comp13935_c0_seq1|m.6677 comp13935_c0_seq1|g.6677  ,mlei3421,_,2,-,-,-,N,-,204,-,-
comp13935_c0_seq2|m.6679 comp13935_c0_seq2|g.6679  ,mlei3422,_,2,-,-,-,N,-,204,-,-
comp13936_c0_seq1|m.6680 comp13936_c0_seq1|g.6680  ,mlei3423,S,2,-,-,-,N,-,261,-,-
comp13937_c0_seq1|m.6681 comp13937_c0_seq1|g.6681  ,mlei3424,_,1,-,-,-,N,-,242,-,-
comp13938_c0_seq1|m.6682 comp13938_c0_seq1|g.6682  ,mlei3425,_,2,-,-,-,N,-,352,-,-
comp13939_c0_seq1|m.6683 comp13939_c0_seq1|g.6683  ,mlei3426,M,3,-,-,-,Y,-,438,-,-
comp13940_c0_seq1|m.6684 comp13940_c0_seq1|g.6684  ,mlei3427,_,2,-,-,-,N,-,529,-,-
comp13942_c0_seq1|m.6686 comp13942_c0_seq1|g.6686  ,mlei3428,_,2,-,-,-,N,-,662,-,-
comp13943_c0_seq1|m.6687 comp13943_c0_seq1|g.6687  ,mlei3429,_,3,-,-,-,N,-,404,-,-
comp13944_c0_seq1|m.6688 comp13944_c0_seq1|g.6688  ,mlei3430,_,5,-,-,-,N,-,390,-,-
comp13945_c0_seq1|m.6689 comp13945_c0_seq1|g.6689  ,mlei3431,_,1,-,-,scer537,Y,-,563,-,IML2
comp13947_c0_seq2|m.6691 comp13947_c0_seq2|g.6691  ,mlei3432,M,5,-,-,-,N,-,1215,-,-
comp13948_c0_seq1|m.6693 comp13948_c0_seq1|g.6693  ,mlei3433,M,4,-,-,-,N,-,219,-,-
comp13949_c0_seq1|m.6694 comp13949_c0_seq1|g.6694  ,mlei3434,_,2,-,-,-,N,-,311,-,-
comp1394_c0_seq1|m.330 comp1394_c0_seq1|g.330  ,mlei3435,_,1,-,-,-,N,-,251,-,-
comp13951_c0_seq1|m.6695 comp13951_c0_seq1|g.6695  ,mlei3436,_,3,-,-,-,N,-,157,-,-
comp13952_c0_seq1|m.6696 comp13952_c0_seq1|g.6696  ,mlei3437,_,1,-,-,-,N,-,157,-,-
comp13953_c0_seq1|m.6697 comp13953_c0_seq1|g.6697  ,mlei3438,_,2,-,-,-,N,-,1127,-,-
comp13954_c0_seq1|m.6699 comp13954_c0_seq1|g.6699  ,mlei3439,_,4,-,-,-,N,-,1096,-,-
comp13956_c0_seq1|m.6702 comp13956_c0_seq1|g.6702  ,mlei3440,_,2,-,-,-,N,-,227,-,-
comp13957_c0_seq1|m.6704 comp13957_c0_seq1|g.6704  ,mlei3441,_,1,-,-,-,N,-,309,-,-
comp13960_c0_seq1|m.6705 comp13960_c0_seq1|g.6705  ,mlei3442,S,4,-,-,-,N,-,143,-,-
comp13961_c0_seq1|m.6706 comp13961_c0_seq1|g.6706  ,mlei3443,_,4,-,-,-,N,-,127,-,-
comp13961_c0_seq2|m.6707 comp13961_c0_seq2|g.6707  ,mlei3444,_,4,-,-,-,N,-,127,-,-
comp13962_c0_seq1|m.6708 comp13962_c0_seq1|g.6708  ,mlei3445,_,2,-,-,scer609,Y,-,423,-,TEF4
comp13963_c0_seq1|m.6710 comp13963_c0_seq1|g.6710  ,mlei3446,S,5,-,-,-,N,-,597,-,-
comp13965_c0_seq1|m.6711 comp13965_c0_seq1|g.6711  ,mlei3447,_,3,-,-,-,N,-,306,-,-
comp13968_c0_seq1|m.6713 comp13968_c0_seq1|g.6713  ,mlei3448,_,1,-,-,-,N,-,212,-,-
comp139696_c0_seq1|m.17965 comp139696_c0_seq1|g.17965  ,mlei3449,_,3,-,-,-,N,-,104,-,-
comp13969_c0_seq1|m.6715 comp13969_c0_seq1|g.6715  ,mlei3450,_,2,-,-,-,N,-,491,-,-
comp13970_c0_seq1|m.6717 comp13970_c0_seq1|g.6717  ,mlei3451,_,4,hsap1498,mmus1243,-,Y,KRT5,598,Krt5,-
comp13972_c0_seq1|m.6718 comp13972_c0_seq1|g.6718  ,mlei3452,_,5,-,-,-,N,-,524,-,-
comp13972_c0_seq2|m.6720 comp13972_c0_seq2|g.6720  ,mlei3453,M,4,-,-,-,N,-,771,-,-
comp13973_c0_seq1|m.6723 comp13973_c0_seq1|g.6723  ,mlei3454,_,1,-,-,-,N,-,353,-,-
comp13976_c0_seq1|m.6724 comp13976_c0_seq1|g.6724  ,mlei3455,_,2,-,-,-,N,-,487,-,-
comp139777_c0_seq1|m.17967 comp139777_c0_seq1|g.17967  ,mlei3456,M,5,-,-,-,N,-,270,-,-
comp13977_c0_seq1|m.6727 comp13977_c0_seq1|g.6727  ,mlei3457,_,3,-,-,-,N,-,543,-,-
comp13978_c0_seq1|m.6729 comp13978_c0_seq1|g.6729  ,mlei3458,_,2,-,-,-,N,-,740,-,-
comp13979_c0_seq1|m.6732 comp13979_c0_seq1|g.6732  ,mlei3459,S,5,-,-,-,N,-,190,-,-
comp13980_c0_seq1|m.6734 comp13980_c0_seq1|g.6734  ,mlei3460,M,5,hsap1083,mmus330,-,Y,SLC25A51,290,Slc25a51,-
comp13983_c0_seq1|m.6735 comp13983_c0_seq1|g.6735  ,mlei3461,_,5,-,-,-,N,-,428,-,-
comp13985_c0_seq1|m.6737 comp13985_c0_seq1|g.6737  ,mlei3462,_,3,-,-,-,N,-,517,-,-
comp13986_c0_seq1|m.6738 comp13986_c0_seq1|g.6738  ,mlei3463,_,4,-,-,-,N,-,214,-,-
comp13987_c0_seq1|m.6739 comp13987_c0_seq1|g.6739  ,mlei3464,M,5,-,-,-,N,-,549,-,-
comp13988_c0_seq1|m.6740 comp13988_c0_seq1|g.6740  ,mlei3465,_,2,hsap238,mmus94,scer1069,Y,FH,464,Fh1,FUM1
comp13989_c0_seq1|m.6741 comp13989_c0_seq1|g.6741  ,mlei3466,_,3,-,-,scer261,Y,-,360,-,RAD23
comp1399100_c0_seq1|m.23489 comp1399100_c0_seq1|g.23489  ,mlei3467,_,2,-,-,-,N,-,109,-,-
