Transcript,Protein,TargetP,RC,HSAP_ortho,MMUS_ortho,SCER_ortho,MitoProt,HSAP_Gene,Seqlength,MMUS_Gene
comp31944_c0_seq1,emue2287,_ , 2, -, -, -,  N,-,1457,-
comp31948_c0_seq1,emue2288,S , 4, -, -, -,  N,-,191,-
comp31950_c0_seq1,emue2289,_ , 3, -, -, -,  N,-,207,-
comp31950_c1_seq1,emue2290,M , 5, -, -, -,  N,-,129,-
comp31955_c0_seq2,emue2291,M , 3, -, -, -,  Y,-,119,-
comp31962_c0_seq1,emue2292,_ , 1, -, -, -,  N,-,190,-
comp31968_c0_seq1,emue2293,_ , 3, -, -, -,  N,-,110,-
comp31972_c0_seq1,emue2294,_ , 2, -, -, -,  N,-,267,-
comp31972_c0_seq2,emue2295,M , 4, hsap1619, mmus1089, scer983,  Y,SLC25A21,307,Slc25a21
comp31989_c0_seq1,emue2296,_ , 1, -, -, -,  N,-,351,-
comp31991_c0_seq1,emue2297,M , 2, -, -, -,  Y,-,103,-
comp31994_c0_seq1,emue2298,S , 1, -, -, -,  N,-,193,-
comp31996_c0_seq1,emue2299,_ , 3, hsap2105, mmus1152, scer257,  Y,UQCRFS1,292,Uqcrfs1
comp32003_c0_seq2,emue2300,_ , 2, -, -, -,  N,-,214,-
comp32032_c0_seq1,emue2301,_ , 2, -, -, -,  N,-,108,-
comp32034_c0_seq1,emue2302,S , 5, -, -, -,  N,-,114,-
comp32046_c0_seq1,emue2303,_ , 3, -, -, -,  N,-,287,-
comp32052_c0_seq1,emue2304,_ , 3, -, -, -,  N,-,215,-
comp32055_c0_seq1,emue2305,S , 3, -, -, -,  N,-,102,-
comp320578_c0_seq1,emue2306,_ , 4, -, -, -,  N,-,119,-
comp32070_c0_seq1,emue2307,_ , 4, -, -, -,  N,-,117,-
comp32084_c0_seq1,emue2308,_ , 1, -, -, -,  N,-,440,-
comp32086_c0_seq1,emue2309,_ , 2, -, -, -,  N,-,102,-
comp32092_c0_seq1,emue2310,S , 1, -, -, -,  N,-,182,-
comp32093_c0_seq1,emue2311,S , 1, -, -, -,  N,-,176,-
comp32100_c0_seq1,emue2312,_ , 1, -, -, -,  N,-,102,-
comp32108_c0_seq1,emue2313,_ , 2, -, -, -,  N,-,178,-
comp32111_c0_seq1,emue2314,_ , 3, -, -, -,  N,-,300,-
comp32112_c0_seq1,emue2315,_ , 2, -, -, -,  N,-,382,-
comp321201_c0_seq1,emue2316,S , 2, -, -, -,  N,-,104,-
comp32123_c0_seq1,emue2317,_ , 2, -, -, -,  N,-,296,-
comp32138_c0_seq1,emue2318,_ , 1, -, -, -,  N,-,116,-
comp32139_c0_seq1,emue2319,_ , 1, -, -, -,  N,-,5391,-
comp32155_c0_seq1,emue2320,M , 4, -, -, -,  N,-,492,-
comp32202_c0_seq1,emue2321,M , 5, -, -, -,  N,-,136,-
comp32205_c0_seq1,emue2322,_ , 2, -, -, -,  N,-,254,-
comp32205_c0_seq1,emue2323,_ , 4, -, -, -,  N,-,326,-
comp32210_c0_seq1,emue2324,_ , 4, -, -, -,  N,-,102,-
comp32239_c0_seq1,emue2325,S , 1, -, -, -,  N,-,763,-
comp32252_c0_seq1,emue2326,S , 5, -, -, -,  N,-,293,-
comp32255_c0_seq1,emue2327,_ , 2, -, -, -,  N,-,282,-
comp32273_c0_seq1,emue2328,_ , 4, -, -, -,  N,-,389,-
comp32280_c0_seq2,emue2329,_ , 2, -, -, -,  N,-,115,-
comp32288_c0_seq1,emue2330,_ , 1, -, -, -,  N,-,296,-
comp32317_c0_seq1,emue2331,_ , 4, -, -, -,  N,-,280,-
comp32332_c0_seq1,emue2332,_ , 1, -, -, -,  N,-,368,-
comp32350_c0_seq1,emue2333,_ , 2, -, -, -,  N,-,171,-
comp32350_c0_seq2,emue2334,_ , 4, -, -, -,  N,-,330,-
comp32365_c0_seq1,emue2335,_ , 1, -, -, -,  N,-,1513,-
comp32366_c0_seq1,emue2336,S , 4, -, -, -,  N,-,144,-
comp32369_c0_seq1,emue2337,S , 1, -, -, -,  N,-,546,-
comp32369_c0_seq1,emue2338,_ , 2, -, -, -,  N,-,338,-
comp32374_c0_seq1,emue2339,_ , 3, -, -, -,  N,-,317,-
comp32380_c0_seq1,emue2340,_ , 1, -, -, -,  N,-,648,-
comp32380_c0_seq2,emue2341,_ , 3, -, -, -,  N,-,426,-
comp32383_c0_seq1,emue2342,_ , 4, -, -, scer637,  Y,-,197,-
comp32394_c0_seq1,emue2343,_ , 2, -, -, -,  N,-,124,-
comp32395_c0_seq1,emue2344,_ , 4, -, -, -,  N,-,1358,-
comp32403_c0_seq1,emue2345,_ , 4, hsap1777, mmus1380, scer876,  Y,FAHD1,222,Fahd1
comp32408_c0_seq1,emue2346,_ , 4, -, -, -,  N,-,294,-
comp32409_c0_seq1,emue2347,S , 2, -, -, -,  N,-,169,-
comp32411_c0_seq1,emue2348,_ , 1, -, -, -,  N,-,258,-
comp32415_c0_seq1,emue2349,M , 5, -, -, -,  N,-,319,-
comp32415_c0_seq1,emue2350,_ , 4, -, -, -,  N,-,630,-
comp32415_c0_seq2,emue2351,M , 5, -, -, -,  N,-,319,-
comp32415_c0_seq2,emue2352,_ , 4, -, -, -,  N,-,630,-
comp324163_c0_seq1,emue2353,_ , 4, -, -, -,  N,-,183,-
comp324181_c0_seq1,emue2354,_ , 3, -, -, -,  N,-,113,-
comp32424_c0_seq1,emue2355,_ , 2, -, -, -,  N,-,273,-
comp324376_c0_seq1,emue2356,_ , 1, -, -, -,  N,-,153,-
comp324398_c0_seq1,emue2357,M , 3, -, -, -,  Y,-,121,-
comp32444_c0_seq1,emue2358,_ , 2, -, -, -,  N,-,401,-
comp324562_c0_seq1,emue2359,_ , 2, -, -, -,  N,-,119,-
comp324628_c0_seq1,emue2360,_ , 2, -, -, -,  N,-,160,-
comp32463_c0_seq1,emue2361,S , 3, -, -, -,  N,-,105,-
comp324664_c0_seq1,emue2362,_ , 4, -, -, -,  N,-,131,-
comp324776_c0_seq1,emue2363,_ , 2, -, -, -,  N,-,125,-
comp32478_c0_seq1,emue2364,_ , 1, -, -, -,  N,-,626,-
comp32485_c0_seq1,emue2365,_ , 2, hsap17, mmus345, -,  Y,SCP2,533,Scp2
comp32485_c0_seq2,emue2366,M , 3, -, -, -,  Y,-,160,-
comp32496_c0_seq1,emue2367,_ , 1, -, -, -,  N,-,186,-
comp325012_c0_seq1,emue2368,_ , 3, -, -, -,  N,-,154,-
comp32512_c0_seq1,emue2369,M , 1, hsap1540, mmus450, scer984,  Y,ISCU,169,Iscu
comp32515_c0_seq1,emue2370,_ , 3, -, -, -,  N,-,123,-
comp325263_c0_seq1,emue2371,_ , 3, -, -, -,  N,-,102,-
comp32529_c0_seq1,emue2372,_ , 3, -, -, -,  N,-,250,-
comp325341_c0_seq1,emue2373,_ , 5, -, -, -,  N,-,112,-
comp32535_c0_seq2,emue2374,_ , 2, -, -, -,  N,-,675,-
comp32536_c0_seq1,emue2375,_ , 1, -, -, -,  N,-,126,-
comp32539_c0_seq1,emue2376,_ , 2, -, -, -,  N,-,449,-
comp325520_c0_seq1,emue2377,_ , 2, -, -, -,  N,-,104,-
comp32556_c0_seq2,emue2378,_ , 2, -, -, -,  N,-,360,-
comp325643_c0_seq1,emue2379,_ , 1, -, -, -,  N,-,115,-
comp325673_c0_seq1,emue2380,_ , 2, -, -, -,  N,-,118,-
comp325751_c0_seq1,emue2381,S , 2, -, -, -,  N,-,165,-
comp32586_c0_seq1,emue2382,S , 2, -, -, -,  N,-,225,-
comp32593_c0_seq1,emue2383,_ , 3, -, -, -,  N,-,319,-
comp325972_c0_seq1,emue2384,_ , 4, -, -, -,  N,-,100,-
comp32598_c0_seq1,emue2385,S , 1, -, -, -,  N,-,445,-
comp326009_c0_seq1,emue2386,_ , 3, -, -, -,  N,-,99,-
comp326162_c0_seq1,emue2387,M , 4, -, -, -,  N,-,186,-
comp32633_c0_seq1,emue2388,_ , 2, -, -, -,  N,-,231,-
comp326388_c0_seq1,emue2389,_ , 2, -, -, -,  N,-,133,-
comp32639_c0_seq1,emue2390,_ , 2, -, -, -,  N,-,138,-
comp326441_c0_seq1,emue2391,M , 5, -, -, -,  N,-,180,-
comp326497_c0_seq1,emue2392,S , 2, -, -, -,  N,-,131,-
comp326519_c0_seq1,emue2393,S , 1, -, -, -,  N,-,132,-
comp326580_c0_seq1,emue2394,_ , 4, -, -, -,  N,-,120,-
comp32660_c0_seq1,emue2395,S , 2, -, -, -,  N,-,118,-
comp32663_c0_seq1,emue2396,_ , 2, -, -, -,  N,-,304,-
comp326663_c0_seq1,emue2397,_ , 3, -, -, -,  N,-,133,-
comp326663_c0_seq1,emue2398,S , 5, -, -, -,  N,-,133,-
comp326865_c0_seq1,emue2399,S , 1, -, -, -,  N,-,170,-
comp32690_c0_seq1,emue2400,M , 3, -, -, -,  Y,-,291,-
comp32693_c0_seq2,emue2401,S , 4, -, -, -,  N,-,144,-
comp32701_c0_seq1,emue2402,_ , 2, -, -, -,  N,-,223,-
comp32705_c0_seq1,emue2403,_ , 5, -, -, -,  N,-,517,-
comp327135_c0_seq1,emue2404,_ , 4, -, -, -,  N,-,142,-
comp32723_c0_seq1,emue2405,_ , 3, -, -, -,  N,-,124,-
comp32732_c0_seq1,emue2406,_ , 2, -, -, -,  N,-,422,-
comp327355_c0_seq1,emue2407,_ , 2, -, -, -,  N,-,113,-
comp327383_c0_seq1,emue2408,_ , 2, -, -, -,  N,-,109,-
comp327427_c0_seq1,emue2409,M , 2, -, -, -,  Y,-,171,-
comp327514_c0_seq1,emue2410,_ , 5, -, -, -,  N,-,141,-
comp32751_c0_seq1,emue2411,_ , 5, -, -, -,  N,-,421,-
comp32751_c0_seq2,emue2412,_ , 2, -, -, -,  N,-,553,-
comp32773_c0_seq1,emue2413,_ , 1, -, -, -,  N,-,367,-
comp32783_c0_seq1,emue2414,_ , 3, -, -, -,  N,-,355,-
comp327903_c0_seq1,emue2415,_ , 2, -, -, -,  N,-,116,-
comp32792_c0_seq1,emue2416,_ , 3, -, -, -,  N,-,366,-
comp328056_c0_seq1,emue2417,S , 1, -, -, -,  N,-,104,-
comp32815_c0_seq1,emue2418,_ , 3, -, -, -,  N,-,334,-
comp328250_c0_seq1,emue2419,_ , 4, -, -, -,  N,-,153,-
comp32839_c0_seq1,emue2420,_ , 3, -, -, -,  N,-,183,-
comp328450_c0_seq1,emue2421,_ , 1, -, -, -,  N,-,116,-
comp32849_c0_seq1,emue2422,S , 2, -, -, -,  N,-,485,-
comp328608_c0_seq1,emue2423,_ , 3, -, -, -,  N,-,105,-
comp32861_c0_seq1,emue2424,_ , 2, -, -, -,  N,-,108,-
comp32863_c0_seq1,emue2425,M , 5, -, -, -,  N,-,201,-
comp32864_c0_seq1,emue2426,M , 2, -, -, -,  Y,-,370,-
comp328669_c0_seq1,emue2427,_ , 1, -, -, -,  N,-,110,-
comp32882_c0_seq1,emue2428,_ , 4, -, -, -,  N,-,404,-
comp329072_c0_seq1,emue2429,_ , 3, -, -, -,  N,-,149,-
comp329074_c0_seq1,emue2430,M , 5, -, -, -,  N,-,109,-
comp32909_c0_seq1,emue2431,_ , 3, -, -, -,  N,-,230,-
comp32920_c0_seq1,emue2432,_ , 2, -, -, -,  N,-,434,-
comp329265_c0_seq1,emue2433,_ , 4, -, -, -,  N,-,128,-
comp32928_c0_seq1,emue2434,_ , 1, -, -, -,  N,-,223,-
comp32942_c0_seq2,emue2435,_ , 1, -, -, -,  N,-,120,-
comp32960_c0_seq1,emue2436,M , 4, hsap1345, mmus679, -,  Y,MRPL23,128,Mrpl23
comp32963_c0_seq1,emue2437,_ , 4, -, -, -,  N,-,136,-
comp329640_c0_seq1,emue2438,_ , 2, -, -, -,  N,-,112,-
comp32966_c0_seq1,emue2439,S , 1, -, -, -,  N,-,387,-
comp329727_c0_seq1,emue2440,_ , 2, -, -, -,  N,-,156,-
comp329790_c0_seq1,emue2441,_ , 2, -, -, -,  N,-,175,-
comp329842_c0_seq1,emue2442,_ , 4, -, -, -,  N,-,101,-
comp32985_c0_seq1,emue2443,_ , 1, -, -, -,  N,-,277,-
comp32991_c0_seq1,emue2444,_ , 1, hsap186, mmus252, -,  Y,SLC25A44,315,Slc25a44
comp329989_c0_seq1,emue2445,_ , 1, -, -, -,  N,-,114,-
comp33004_c0_seq1,emue2446,_ , 2, -, -, -,  N,-,427,-
comp33026_c0_seq1,emue2447,_ , 1, -, -, -,  N,-,405,-
comp33032_c0_seq1,emue2448,_ , 2, -, -, -,  N,-,267,-
comp33032_c0_seq2,emue2449,_ , 2, -, -, -,  N,-,378,-
comp330436_c0_seq1,emue2450,_ , 5, -, -, -,  N,-,102,-
comp33067_c0_seq1,emue2451,_ , 3, -, -, -,  N,-,151,-
comp3307_c0_seq1,emue2452,_ , 2, -, -, -,  N,-,106,-
comp33087_c0_seq1,emue2453,_ , 1, -, -, -,  N,-,159,-
comp33106_c0_seq1,emue2454,_ , 1, -, -, -,  N,-,370,-
comp33115_c0_seq1,emue2455,_ , 3, -, -, -,  N,-,126,-
comp33115_c0_seq1,emue2456,_ , 2, -, -, -,  N,-,242,-
comp331171_c0_seq1,emue2457,M , 5, -, -, -,  N,-,122,-
comp33117_c0_seq2,emue2458,_ , 1, -, -, -,  N,-,702,-
comp331394_c0_seq1,emue2459,_ , 2, -, -, -,  N,-,120,-
comp33140_c0_seq1,emue2460,S , 1, -, -, -,  N,-,395,-
comp331445_c0_seq1,emue2461,M , 5, -, -, -,  N,-,138,-
comp33158_c0_seq1,emue2462,_ , 3, -, -, -,  N,-,221,-
comp33164_c0_seq1,emue2463,_ , 4, -, -, -,  N,-,510,-
comp33164_c0_seq1,emue2464,_ , 5, -, -, -,  N,-,167,-
comp33167_c0_seq1,emue2465,S , 2, -, -, -,  N,-,225,-
comp33178_c0_seq1,emue2466,_ , 2, -, -, -,  N,-,549,-
comp332083_c0_seq1,emue2467,S , 2, -, -, -,  N,-,109,-
comp332110_c0_seq1,emue2468,M , 2, -, -, -,  Y,-,127,-
comp33220_c0_seq1,emue2469,_ , 3, -, -, -,  N,-,156,-
comp33220_c0_seq2,emue2470,_ , 5, -, -, -,  N,-,180,-
comp33236_c0_seq1,emue2471,S , 4, -, -, -,  N,-,344,-
comp33242_c0_seq1,emue2472,M , 4, -, -, -,  N,-,143,-
comp33243_c0_seq1,emue2473,_ , 2, -, -, -,  N,-,274,-
comp33257_c0_seq1,emue2474,_ , 4, -, -, -,  N,-,130,-
comp33259_c0_seq1,emue2475,_ , 1, -, -, -,  N,-,313,-
comp33259_c0_seq1,emue2476,_ , 4, -, -, -,  N,-,878,-
comp332622_c0_seq1,emue2477,_ , 1, -, -, -,  N,-,102,-
comp332642_c0_seq1,emue2478,S , 1, -, -, -,  N,-,182,-
comp33266_c0_seq1,emue2479,_ , 4, -, -, -,  N,-,122,-
comp33266_c0_seq1,emue2480,_ , 2, -, -, -,  N,-,770,-
comp332738_c0_seq1,emue2481,_ , 4, -, -, -,  N,-,121,-
comp33280_c0_seq1,emue2482,_ , 3, -, -, -,  N,-,105,-
comp332900_c0_seq1,emue2483,_ , 2, -, -, -,  N,-,153,-
comp33302_c0_seq1,emue2484,_ , 3, -, -, -,  N,-,114,-
comp333133_c0_seq1,emue2485,_ , 3, -, -, -,  N,-,99,-
comp333307_c0_seq1,emue2486,_ , 1, -, -, -,  N,-,126,-
comp33335_c0_seq1,emue2487,M , 2, -, -, -,  Y,-,765,-
comp33346_c0_seq1,emue2488,_ , 1, -, -, -,  N,-,349,-
comp33349_c0_seq1,emue2489,_ , 1, -, -, -,  N,-,612,-
comp33350_c0_seq1,emue2490,S , 2, -, -, -,  N,-,139,-
comp33351_c0_seq1,emue2491,M , 3, -, -, -,  Y,-,103,-
comp33354_c0_seq1,emue2492,S , 1, -, -, -,  N,-,611,-
comp33354_c0_seq1,emue2493,S , 2, -, -, -,  N,-,397,-
comp33354_c0_seq2,emue2494,S , 2, -, -, -,  N,-,433,-
comp33354_c0_seq2,emue2495,S , 1, hsap442, mmus1211, -,  Y,CHDH,611,Chdh
comp333643_c0_seq1,emue2496,M , 5, -, -, -,  N,-,111,-
comp33398_c0_seq1,emue2497,_ , 3, hsap366, mmus489, scer1079,  Y,SLC25A12,714,Slc25a13
comp33416_c0_seq1,emue2498,_ , 1, -, -, -,  N,-,237,-
comp334241_c0_seq1,emue2499,_ , 2, -, -, -,  N,-,114,-
comp33425_c0_seq1,emue2500,M , 1, hsap2047, mmus605, -,  Y,ECH1,305,Ech1
comp33441_c0_seq1,emue2501,_ , 4, -, -, -,  N,-,111,-
comp33441_c0_seq2,emue2502,_ , 4, -, -, -,  N,-,123,-
comp33455_c0_seq1,emue2503,_ , 1, -, -, -,  N,-,411,-
comp334600_c0_seq1,emue2504,_ , 2, -, -, -,  N,-,101,-
comp33460_c0_seq1,emue2505,_ , 2, -, -, -,  N,-,2051,-
comp334688_c0_seq1,emue2506,_ , 3, -, -, -,  N,-,104,-
comp3347_c0_seq1,emue2507,_ , 1, -, -, -,  N,-,223,-
comp33485_c0_seq1,emue2508,_ , 1, -, -, -,  N,-,411,-
comp334871_c0_seq1,emue2509,_ , 3, -, -, -,  N,-,149,-
comp33488_c0_seq1,emue2510,S , 5, -, -, -,  N,-,182,-
comp33488_c0_seq2,emue2511,M , 3, -, -, -,  Y,-,236,-
comp33508_c0_seq1,emue2512,_ , 2, -, -, -,  N,-,567,-
comp33508_c1_seq1,emue2513,_ , 4, -, -, -,  N,-,117,-
comp33510_c0_seq1,emue2514,_ , 1, -, -, -,  N,-,244,-
comp335270_c0_seq1,emue2515,S , 4, -, -, -,  N,-,104,-
comp335328_c0_seq1,emue2516,_ , 4, -, -, -,  N,-,99,-
comp33541_c0_seq1,emue2517,_ , 5, -, -, -,  N,-,359,-
comp335427_c0_seq1,emue2518,_ , 3, -, -, -,  N,-,105,-
comp33549_c0_seq1,emue2519,S , 1, -, -, -,  N,-,270,-
comp33555_c0_seq1,emue2520,_ , 3, -, -, -,  N,-,181,-
comp33561_c0_seq2,emue2521,_ , 3, -, -, -,  N,-,400,-
comp33565_c0_seq1,emue2522,_ , 1, -, -, -,  N,-,365,-
comp33567_c0_seq1,emue2523,S , 1, -, -, -,  N,-,167,-
comp33577_c0_seq1,emue2524,_ , 2, -, -, -,  N,-,148,-
comp33579_c0_seq1,emue2525,S , 4, -, -, -,  N,-,107,-
comp33594_c0_seq1,emue2526,_ , 5, hsap678, mmus1259, -,  Y,GOLPH3,297,Golph3
comp33595_c0_seq1,emue2527,_ , 2, -, -, -,  N,-,228,-
comp336102_c0_seq1,emue2528,S , 1, -, -, -,  N,-,109,-
comp33625_c0_seq1,emue2529,_ , 1, -, -, -,  N,-,162,-
comp33628_c0_seq1,emue2530,_ , 2, -, -, -,  N,-,195,-
comp33628_c0_seq2,emue2531,_ , 2, -, -, -,  N,-,112,-
comp33628_c0_seq2,emue2532,_ , 2, -, -, -,  N,-,105,-
comp336386_c0_seq1,emue2533,S , 1, -, -, -,  N,-,131,-
comp33640_c0_seq1,emue2534,_ , 1, hsap539, mmus1312, -,  Y,TOMM70A,374,Tomm70a
comp33658_c0_seq1,emue2535,S , 1, -, -, -,  N,-,103,-
comp336591_c0_seq1,emue2536,_ , 3, -, -, -,  N,-,107,-
comp336682_c0_seq1,emue2537,_ , 5, -, -, -,  N,-,174,-
comp336699_c0_seq1,emue2538,M , 5, -, -, -,  N,-,122,-
comp336714_c0_seq1,emue2539,_ , 2, -, -, -,  N,-,99,-
comp336739_c0_seq1,emue2540,_ , 3, -, -, -,  N,-,103,-
comp33673_c0_seq1,emue2541,_ , 5, -, -, -,  N,-,123,-
comp33675_c0_seq1,emue2542,_ , 2, -, -, -,  N,-,109,-
comp33699_c0_seq1,emue2543,S , 1, -, -, -,  N,-,669,-
comp33701_c0_seq1,emue2544,_ , 3, -, -, -,  N,-,152,-
comp337021_c0_seq1,emue2545,_ , 5, -, -, -,  N,-,118,-
comp33707_c0_seq1,emue2546,_ , 4, -, -, -,  N,-,394,-
comp337088_c0_seq1,emue2547,_ , 1, -, -, -,  N,-,121,-
comp33710_c0_seq1,emue2548,S , 2, -, -, -,  N,-,175,-
comp33711_c0_seq2,emue2549,S , 5, -, -, -,  N,-,376,-
comp33717_c0_seq2,emue2550,_ , 2, -, -, -,  N,-,540,-
comp337291_c0_seq1,emue2551,_ , 4, -, -, -,  N,-,118,-
comp33736_c0_seq2,emue2552,_ , 4, -, -, -,  N,-,103,-
comp33736_c0_seq2,emue2553,_ , 5, -, -, -,  N,-,255,-
comp33742_c0_seq1,emue2554,S , 1, -, -, -,  N,-,131,-
comp33749_c0_seq1,emue2555,_ , 3, -, -, -,  N,-,120,-
comp337601_c0_seq1,emue2556,_ , 5, -, -, -,  N,-,122,-
comp33763_c0_seq1,emue2557,_ , 2, -, -, -,  N,-,133,-
comp337671_c0_seq1,emue2558,_ , 2, -, -, -,  N,-,127,-
comp33768_c0_seq2,emue2559,_ , 2, -, -, -,  N,-,177,-
comp33778_c0_seq2,emue2560,_ , 5, -, -, -,  N,-,218,-
comp337851_c0_seq1,emue2561,_ , 2, -, -, -,  N,-,121,-
comp33787_c0_seq1,emue2562,S , 1, -, -, -,  N,-,111,-
comp33791_c0_seq1,emue2563,M , 5, -, -, -,  N,-,230,-
comp33810_c0_seq1,emue2564,_ , 1, -, -, -,  N,-,202,-
comp33822_c0_seq1,emue2565,_ , 2, -, -, -,  N,-,874,-
comp33834_c0_seq1,emue2566,M , 5, -, -, -,  N,-,103,-
comp33838_c0_seq1,emue2567,_ , 1, -, -, -,  N,-,275,-
comp33842_c0_seq1,emue2568,_ , 4, -, -, scer317,  Y,-,206,-
comp338677_c0_seq1,emue2569,_ , 3, -, -, -,  N,-,121,-
comp33877_c0_seq1,emue2570,_ , 5, -, -, -,  N,-,156,-
comp33877_c0_seq2,emue2571,M , 5, -, -, -,  N,-,198,-
comp33883_c0_seq1,emue2572,S , 1, -, -, -,  N,-,271,-
comp338874_c0_seq1,emue2573,_ , 5, -, -, -,  N,-,164,-
comp338889_c0_seq1,emue2574,_ , 5, -, -, -,  N,-,113,-
comp33915_c0_seq1,emue2575,S , 3, -, -, -,  N,-,374,-
comp33918_c0_seq1,emue2576,_ , 2, -, -, -,  N,-,170,-
comp33918_c1_seq1,emue2577,_ , 2, -, -, -,  N,-,454,-
comp33937_c0_seq2,emue2578,_ , 3, -, -, -,  N,-,406,-
comp33954_c0_seq2,emue2579,_ , 2, -, -, -,  N,-,133,-
comp33955_c0_seq1,emue2580,_ , 2, -, -, -,  N,-,373,-
comp33966_c0_seq1,emue2581,_ , 2, -, -, -,  N,-,300,-
comp33966_c0_seq1,emue2582,M , 2, -, -, -,  Y,-,192,-
comp33966_c0_seq1,emue2583,M , 4, -, -, -,  N,-,1297,-
comp33974_c0_seq1,emue2584,S , 1, -, -, -,  N,-,310,-
comp33978_c0_seq1,emue2585,_ , 2, -, -, -,  N,-,305,-
comp33979_c0_seq1,emue2586,S , 1, -, -, -,  N,-,374,-
comp33989_c0_seq1,emue2587,S , 1, -, -, -,  N,-,315,-
comp33997_c0_seq2,emue2588,_ , 2, -, -, -,  N,-,926,-
comp34000_c0_seq1,emue2589,M , 5, -, -, -,  N,-,243,-
comp340347_c0_seq1,emue2590,_ , 4, -, -, -,  N,-,105,-
comp34045_c0_seq2,emue2591,S , 1, -, -, -,  N,-,312,-
comp34045_c0_seq2,emue2592,M , 5, -, -, -,  N,-,412,-
comp34051_c0_seq1,emue2593,S , 5, -, -, -,  N,-,124,-
comp34082_c0_seq1,emue2594,_ , 2, -, -, -,  N,-,155,-
comp34090_c0_seq1,emue2595,S , 1, -, -, -,  N,-,133,-
comp34092_c0_seq1,emue2596,_ , 3, -, -, -,  N,-,186,-
comp341186_c0_seq1,emue2597,_ , 2, -, -, -,  N,-,115,-
comp34123_c0_seq1,emue2598,M , 2, -, -, -,  Y,-,161,-
comp34128_c0_seq1,emue2599,M , 5, -, -, -,  N,-,1055,-
comp34136_c0_seq1,emue2600,S , 1, -, -, -,  N,-,159,-
comp341503_c0_seq1,emue2601,_ , 3, -, -, -,  N,-,125,-
comp34150_c0_seq1,emue2602,_ , 2, -, -, -,  N,-,1016,-
comp34174_c0_seq2,emue2603,S , 2, -, -, -,  N,-,160,-
comp34202_c0_seq1,emue2604,_ , 2, -, -, -,  N,-,109,-
comp34203_c0_seq2,emue2605,M , 3, -, -, -,  Y,-,187,-
comp34210_c0_seq1,emue2606,S , 3, -, -, -,  N,-,625,-
comp34216_c0_seq1,emue2607,S , 2, -, -, -,  N,-,1550,-
comp342176_c0_seq1,emue2608,_ , 2, -, -, -,  N,-,105,-
comp34219_c0_seq1,emue2609,_ , 2, -, -, -,  N,-,294,-
comp34270_c0_seq2,emue2610,_ , 3, -, -, -,  N,-,105,-
comp34270_c0_seq2,emue2611,_ , 2, -, -, -,  N,-,305,-
comp34274_c0_seq1,emue2612,_ , 2, -, -, -,  N,-,289,-
comp34282_c0_seq1,emue2613,S , 1, -, -, -,  N,-,180,-
comp34295_c0_seq1,emue2614,_ , 1, -, -, -,  N,-,128,-
comp34295_c0_seq1,emue2615,_ , 2, -, -, -,  N,-,201,-
comp34295_c0_seq2,emue2616,_ , 1, hsap715, mmus995, -,  Y,HINT1,128,Hint1
comp34295_c0_seq2,emue2617,_ , 2, -, -, -,  N,-,170,-
comp343054_c0_seq1,emue2618,S , 4, -, -, -,  N,-,114,-
comp343159_c0_seq1,emue2619,M , 3, -, -, -,  Y,-,99,-
comp34320_c0_seq1,emue2620,_ , 3, -, -, -,  N,-,359,-
comp343330_c0_seq1,emue2621,_ , 2, -, -, -,  N,-,157,-
comp34333_c0_seq1,emue2622,_ , 1, -, -, -,  N,-,289,-
comp34376_c0_seq1,emue2623,S , 2, -, -, -,  N,-,138,-
comp34379_c0_seq1,emue2624,_ , 1, -, -, -,  N,-,106,-
comp34386_c0_seq1,emue2625,_ , 4, hsap1476, mmus569, scer173,  Y,TPI1,248,Tpi1
comp34392_c0_seq1,emue2626,_ , 4, -, -, -,  N,-,193,-
comp34399_c0_seq1,emue2627,_ , 1, -, -, -,  N,-,205,-
comp34402_c0_seq1,emue2628,M , 5, -, -, -,  N,-,854,-
comp344139_c0_seq1,emue2629,M , 3, -, -, -,  Y,-,141,-
comp344192_c0_seq1,emue2630,_ , 3, -, -, -,  N,-,179,-
comp34420_c0_seq1,emue2631,_ , 1, -, -, -,  N,-,720,-
comp344215_c0_seq1,emue2632,_ , 1, -, -, -,  N,-,152,-
comp34431_c0_seq1,emue2633,_ , 3, -, -, -,  N,-,926,-
comp34439_c0_seq1,emue2634,_ , 3, -, -, -,  N,-,172,-
comp34443_c0_seq1,emue2635,_ , 2, -, -, -,  N,-,179,-
comp34443_c0_seq2,emue2636,_ , 2, -, -, -,  N,-,244,-
comp34450_c0_seq1,emue2637,_ , 1, -, -, -,  N,-,1718,-
comp34470_c0_seq1,emue2638,_ , 2, -, -, -,  N,-,125,-
comp34498_c0_seq1,emue2639,_ , 3, -, -, -,  N,-,114,-
comp34505_c0_seq1,emue2640,_ , 3, -, -, -,  N,-,127,-
comp34509_c0_seq1,emue2641,M , 1, -, -, -,  Y,-,332,-
comp34511_c0_seq2,emue2642,_ , 2, -, -, -,  N,-,201,-
comp34523_c0_seq1,emue2643,_ , 2, -, -, -,  N,-,441,-
comp3454_c0_seq1,emue2644,_ , 1, -, -, -,  N,-,157,-
comp3454_c0_seq1,emue2645,M , 2, -, -, -,  Y,-,142,-
comp34562_c0_seq1,emue2646,_ , 2, -, -, -,  N,-,169,-
comp34571_c0_seq1,emue2647,_ , 2, -, -, -,  N,-,115,-
comp345954_c0_seq1,emue2648,_ , 3, -, -, -,  N,-,101,-
