transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01007008.1||m.5615 gb|GBGI01007008.1||g.5615  ,kiwa5322,_,5,-,-,-,N,-,104,-,-
gb|GBGI01007008.1||m.5614 gb|GBGI01007008.1||g.5614  ,kiwa5323,_,1,-,-,-,N,-,435,-,-
gb|GBGI01007009.1||m.5617 gb|GBGI01007009.1||g.5617  ,kiwa5324,_,2,-,-,-,N,-,561,-,-
gb|GBGI01007010.1||m.5619 gb|GBGI01007010.1||g.5619  ,kiwa5325,_,2,hsap1236,mmus136,scer1080,Y,YME1L1,544,Yme1l1,YME1
gb|GBGI01007011.1||m.5620 gb|GBGI01007011.1||g.5620  ,kiwa5326,_,4,hsap738,mmus987,-,Y,THG1L,264,Thg1l,-
gb|GBGI01007012.1||m.5621 gb|GBGI01007012.1||g.5621  ,kiwa5327,_,3,-,-,-,N,-,102,-,-
gb|GBGI01007013.1||m.5622 gb|GBGI01007013.1||g.5622  ,kiwa5328,_,3,-,-,-,N,-,102,-,-
gb|GBGI01007014.1||m.5624 gb|GBGI01007014.1||g.5624  ,kiwa5329,_,3,-,-,-,N,-,102,-,-
gb|GBGI01007014.1||m.5623 gb|GBGI01007014.1||g.5623  ,kiwa5330,_,4,-,-,-,N,-,113,-,-
gb|GBGI01007015.1||m.5625 gb|GBGI01007015.1||g.5625  ,kiwa5331,_,4,-,-,-,N,-,260,-,-
gb|GBGI01007016.1||m.5626 gb|GBGI01007016.1||g.5626  ,kiwa5332,_,4,-,-,-,N,-,113,-,-
gb|GBGI01007017.1||m.5627 gb|GBGI01007017.1||g.5627  ,kiwa5333,_,3,-,-,-,N,-,211,-,-
gb|GBGI01007018.1||m.5628 gb|GBGI01007018.1||g.5628  ,kiwa5334,_,4,-,-,-,N,-,182,-,-
gb|GBGI01007019.1||m.5629 gb|GBGI01007019.1||g.5629  ,kiwa5335,_,4,-,-,-,N,-,178,-,-
gb|GBGI01007024.1||m.5630 gb|GBGI01007024.1||g.5630  ,kiwa5336,_,1,-,-,-,N,-,176,-,-
gb|GBGI01007025.1||m.5631 gb|GBGI01007025.1||g.5631  ,kiwa5337,_,5,-,-,-,N,-,188,-,-
gb|GBGI01007032.1||m.5632 gb|GBGI01007032.1||g.5632  ,kiwa5338,_,1,-,-,-,N,-,205,-,-
gb|GBGI01007034.1||m.5633 gb|GBGI01007034.1||g.5633  ,kiwa5339,_,1,-,-,-,N,-,144,-,-
gb|GBGI01007035.1||m.5634 gb|GBGI01007035.1||g.5634  ,kiwa5340,_,1,-,-,-,N,-,144,-,-
gb|GBGI01007039.1||m.5635 gb|GBGI01007039.1||g.5635  ,kiwa5341,_,1,-,-,-,N,-,494,-,-
gb|GBGI01007040.1||m.5636 gb|GBGI01007040.1||g.5636  ,kiwa5342,_,4,-,-,-,N,-,436,-,-
gb|GBGI01007041.1||m.5637 gb|GBGI01007041.1||g.5637  ,kiwa5343,_,4,-,-,-,N,-,572,-,-
gb|GBGI01007047.1||m.5638 gb|GBGI01007047.1||g.5638  ,kiwa5344,_,2,-,-,-,N,-,609,-,-
gb|GBGI01007048.1||m.5639 gb|GBGI01007048.1||g.5639  ,kiwa5345,_,2,-,-,-,N,-,609,-,-
gb|GBGI01007049.1||m.5640 gb|GBGI01007049.1||g.5640  ,kiwa5346,_,2,-,-,-,N,-,347,-,-
gb|GBGI01007049.1||m.5641 gb|GBGI01007049.1||g.5641  ,kiwa5347,_,2,-,-,-,N,-,266,-,-
gb|GBGI01007050.1||m.5643 gb|GBGI01007050.1||g.5643  ,kiwa5348,_,2,-,-,-,N,-,266,-,-
gb|GBGI01007050.1||m.5642 gb|GBGI01007050.1||g.5642  ,kiwa5349,_,2,-,-,-,N,-,347,-,-
gb|GBGI01007051.1||m.5644 gb|GBGI01007051.1||g.5644  ,kiwa5350,_,2,-,-,-,N,-,266,-,-
gb|GBGI01007051.1||m.5645 gb|GBGI01007051.1||g.5645  ,kiwa5351,_,2,-,-,-,N,-,146,-,-
gb|GBGI01007055.1||m.5646 gb|GBGI01007055.1||g.5646  ,kiwa5352,_,1,-,-,-,N,-,230,-,-
gb|GBGI01007060.1||m.5647 gb|GBGI01007060.1||g.5647  ,kiwa5353,_,1,-,-,-,N,-,241,-,-
gb|GBGI01007061.1||m.5649 gb|GBGI01007061.1||g.5649  ,kiwa5354,_,1,-,-,-,N,-,149,-,-
gb|GBGI01007064.1||m.5651 gb|GBGI01007064.1||g.5651  ,kiwa5355,S,1,-,-,-,N,-,420,-,-
gb|GBGI01007066.1||m.5652 gb|GBGI01007066.1||g.5652  ,kiwa5356,S,1,-,-,-,N,-,420,-,-
gb|GBGI01007067.1||m.5653 gb|GBGI01007067.1||g.5653  ,kiwa5357,S,1,-,-,-,N,-,420,-,-
gb|GBGI01007068.1||m.5654 gb|GBGI01007068.1||g.5654  ,kiwa5358,S,1,-,-,-,N,-,420,-,-
gb|GBGI01007069.1||m.5655 gb|GBGI01007069.1||g.5655  ,kiwa5359,S,1,-,-,-,N,-,399,-,-
gb|GBGI01007070.1||m.5657 gb|GBGI01007070.1||g.5657  ,kiwa5360,_,1,-,-,-,N,-,260,-,-
gb|GBGI01007070.1||m.5656 gb|GBGI01007070.1||g.5656  ,kiwa5361,_,1,-,-,-,N,-,586,-,-
gb|GBGI01007070.1||m.5658 gb|GBGI01007070.1||g.5658  ,kiwa5362,_,3,-,-,-,N,-,141,-,-
gb|GBGI01007071.1||m.5659 gb|GBGI01007071.1||g.5659  ,kiwa5363,_,3,-,-,-,N,-,626,-,-
gb|GBGI01007071.1||m.5661 gb|GBGI01007071.1||g.5661  ,kiwa5364,_,1,-,-,-,N,-,180,-,-
gb|GBGI01007071.1||m.5660 gb|GBGI01007071.1||g.5660  ,kiwa5365,_,1,-,-,-,N,-,288,-,-
gb|GBGI01007072.1||m.5662 gb|GBGI01007072.1||g.5662  ,kiwa5366,_,2,-,-,-,N,-,124,-,-
gb|GBGI01007073.1||m.5664 gb|GBGI01007073.1||g.5664  ,kiwa5367,_,1,-,-,-,N,-,288,-,-
gb|GBGI01007073.1||m.5663 gb|GBGI01007073.1||g.5663  ,kiwa5368,_,1,-,-,-,N,-,289,-,-
gb|GBGI01007073.1||m.5665 gb|GBGI01007073.1||g.5665  ,kiwa5369,_,1,-,-,-,N,-,260,-,-
gb|GBGI01007073.1||m.5666 gb|GBGI01007073.1||g.5666  ,kiwa5370,_,3,-,-,-,N,-,141,-,-
gb|GBGI01007074.1||m.5668 gb|GBGI01007074.1||g.5668  ,kiwa5371,_,1,-,-,-,N,-,477,-,-
gb|GBGI01007074.1||m.5667 gb|GBGI01007074.1||g.5667  ,kiwa5372,_,3,-,-,scer638,Y,-,626,-,TOR2
gb|GBGI01007075.1||m.5669 gb|GBGI01007075.1||g.5669  ,kiwa5373,_,2,-,-,-,N,-,118,-,-
gb|GBGI01007077.1||m.5670 gb|GBGI01007077.1||g.5670  ,kiwa5374,_,4,-,-,-,N,-,114,-,-
gb|GBGI01007088.1||m.5671 gb|GBGI01007088.1||g.5671  ,kiwa5375,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007089.1||m.5672 gb|GBGI01007089.1||g.5672  ,kiwa5376,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007090.1||m.5673 gb|GBGI01007090.1||g.5673  ,kiwa5377,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007091.1||m.5674 gb|GBGI01007091.1||g.5674  ,kiwa5378,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007092.1||m.5675 gb|GBGI01007092.1||g.5675  ,kiwa5379,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007093.1||m.5676 gb|GBGI01007093.1||g.5676  ,kiwa5380,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007094.1||m.5677 gb|GBGI01007094.1||g.5677  ,kiwa5381,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007095.1||m.5678 gb|GBGI01007095.1||g.5678  ,kiwa5382,_,5,-,-,-,N,-,204,-,-
gb|GBGI01007106.1||m.5679 gb|GBGI01007106.1||g.5679  ,kiwa5383,M,5,-,-,-,N,-,244,-,-
gb|GBGI01007106.1||m.5682 gb|GBGI01007106.1||g.5682  ,kiwa5384,_,5,-,-,-,N,-,129,-,-
gb|GBGI01007106.1||m.5680 gb|GBGI01007106.1||g.5680  ,kiwa5385,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007106.1||m.5681 gb|GBGI01007106.1||g.5681  ,kiwa5386,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007107.1||m.5684 gb|GBGI01007107.1||g.5684  ,kiwa5387,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007107.1||m.5685 gb|GBGI01007107.1||g.5685  ,kiwa5388,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007107.1||m.5683 gb|GBGI01007107.1||g.5683  ,kiwa5389,_,3,-,-,-,N,-,250,-,-
gb|GBGI01007108.1||m.5686 gb|GBGI01007108.1||g.5686  ,kiwa5390,_,3,-,-,-,N,-,234,-,-
gb|GBGI01007108.1||m.5687 gb|GBGI01007108.1||g.5687  ,kiwa5391,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007108.1||m.5688 gb|GBGI01007108.1||g.5688  ,kiwa5392,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007109.1||m.5691 gb|GBGI01007109.1||g.5691  ,kiwa5393,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007109.1||m.5690 gb|GBGI01007109.1||g.5690  ,kiwa5394,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007109.1||m.5689 gb|GBGI01007109.1||g.5689  ,kiwa5395,M,5,-,-,-,N,-,336,-,-
gb|GBGI01007110.1||m.5694 gb|GBGI01007110.1||g.5694  ,kiwa5396,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007110.1||m.5692 gb|GBGI01007110.1||g.5692  ,kiwa5397,M,5,-,-,-,N,-,244,-,-
gb|GBGI01007110.1||m.5695 gb|GBGI01007110.1||g.5695  ,kiwa5398,_,5,-,-,-,N,-,113,-,-
gb|GBGI01007110.1||m.5693 gb|GBGI01007110.1||g.5693  ,kiwa5399,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007111.1||m.5697 gb|GBGI01007111.1||g.5697  ,kiwa5400,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007111.1||m.5696 gb|GBGI01007111.1||g.5696  ,kiwa5401,M,5,-,-,-,N,-,352,-,-
gb|GBGI01007111.1||m.5698 gb|GBGI01007111.1||g.5698  ,kiwa5402,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007112.1||m.5701 gb|GBGI01007112.1||g.5701  ,kiwa5403,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007112.1||m.5700 gb|GBGI01007112.1||g.5700  ,kiwa5404,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007112.1||m.5699 gb|GBGI01007112.1||g.5699  ,kiwa5405,_,3,-,-,-,N,-,234,-,-
gb|GBGI01007113.1||m.5702 gb|GBGI01007113.1||g.5702  ,kiwa5406,M,5,-,-,-,N,-,352,-,-
gb|GBGI01007113.1||m.5704 gb|GBGI01007113.1||g.5704  ,kiwa5407,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007113.1||m.5703 gb|GBGI01007113.1||g.5703  ,kiwa5408,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007114.1||m.5705 gb|GBGI01007114.1||g.5705  ,kiwa5409,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007114.1||m.5708 gb|GBGI01007114.1||g.5708  ,kiwa5410,_,5,-,-,-,N,-,113,-,-
gb|GBGI01007114.1||m.5706 gb|GBGI01007114.1||g.5706  ,kiwa5411,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007114.1||m.5707 gb|GBGI01007114.1||g.5707  ,kiwa5412,_,3,-,-,-,N,-,142,-,-
gb|GBGI01007115.1||m.5712 gb|GBGI01007115.1||g.5712  ,kiwa5413,_,5,-,-,-,N,-,129,-,-
gb|GBGI01007115.1||m.5709 gb|GBGI01007115.1||g.5709  ,kiwa5414,M,5,-,-,-,N,-,244,-,-
gb|GBGI01007115.1||m.5710 gb|GBGI01007115.1||g.5710  ,kiwa5415,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007115.1||m.5711 gb|GBGI01007115.1||g.5711  ,kiwa5416,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007116.1||m.5713 gb|GBGI01007116.1||g.5713  ,kiwa5417,M,5,-,-,-,N,-,244,-,-
gb|GBGI01007116.1||m.5714 gb|GBGI01007116.1||g.5714  ,kiwa5418,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007116.1||m.5716 gb|GBGI01007116.1||g.5716  ,kiwa5419,_,5,-,-,-,N,-,113,-,-
gb|GBGI01007116.1||m.5715 gb|GBGI01007116.1||g.5715  ,kiwa5420,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007117.1||m.5719 gb|GBGI01007117.1||g.5719  ,kiwa5421,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007117.1||m.5717 gb|GBGI01007117.1||g.5717  ,kiwa5422,M,5,-,-,-,N,-,336,-,-
gb|GBGI01007117.1||m.5718 gb|GBGI01007117.1||g.5718  ,kiwa5423,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007118.1||m.5722 gb|GBGI01007118.1||g.5722  ,kiwa5424,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007118.1||m.5720 gb|GBGI01007118.1||g.5720  ,kiwa5425,_,3,-,-,-,N,-,250,-,-
gb|GBGI01007118.1||m.5721 gb|GBGI01007118.1||g.5721  ,kiwa5426,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007119.1||m.5723 gb|GBGI01007119.1||g.5723  ,kiwa5427,_,1,-,-,-,N,-,225,-,-
gb|GBGI01007119.1||m.5725 gb|GBGI01007119.1||g.5725  ,kiwa5428,_,3,-,-,-,N,-,142,-,-
gb|GBGI01007119.1||m.5726 gb|GBGI01007119.1||g.5726  ,kiwa5429,_,5,-,-,-,N,-,113,-,-
gb|GBGI01007119.1||m.5724 gb|GBGI01007119.1||g.5724  ,kiwa5430,_,1,-,-,-,N,-,159,-,-
gb|GBGI01007124.1||m.5728 gb|GBGI01007124.1||g.5728  ,kiwa5431,_,4,-,-,-,N,-,130,-,-
gb|GBGI01007124.1||m.5727 gb|GBGI01007124.1||g.5727  ,kiwa5432,_,1,-,-,-,N,-,188,-,-
gb|GBGI01007125.1||m.5729 gb|GBGI01007125.1||g.5729  ,kiwa5433,_,1,-,-,-,N,-,198,-,-
gb|GBGI01007125.1||m.5730 gb|GBGI01007125.1||g.5730  ,kiwa5434,_,4,-,-,-,N,-,130,-,-
gb|GBGI01007127.1||m.5731 gb|GBGI01007127.1||g.5731  ,kiwa5435,_,3,-,-,-,N,-,833,-,-
gb|GBGI01007128.1||m.5732 gb|GBGI01007128.1||g.5732  ,kiwa5436,_,2,-,-,-,N,-,176,-,-
gb|GBGI01007131.1||m.5733 gb|GBGI01007131.1||g.5733  ,kiwa5437,_,4,-,-,-,N,-,116,-,-
gb|GBGI01007132.1||m.5734 gb|GBGI01007132.1||g.5734  ,kiwa5438,_,4,-,-,-,N,-,116,-,-
gb|GBGI01007133.1||m.5735 gb|GBGI01007133.1||g.5735  ,kiwa5439,_,4,-,-,-,N,-,116,-,-
gb|GBGI01007135.1||m.5736 gb|GBGI01007135.1||g.5736  ,kiwa5440,_,2,-,-,-,N,-,138,-,-
gb|GBGI01007138.1||m.5737 gb|GBGI01007138.1||g.5737  ,kiwa5441,_,2,-,-,-,N,-,138,-,-
gb|GBGI01007140.1||m.5738 gb|GBGI01007140.1||g.5738  ,kiwa5442,_,3,-,-,-,N,-,101,-,-
gb|GBGI01007141.1||m.5739 gb|GBGI01007141.1||g.5739  ,kiwa5443,_,3,-,-,-,N,-,101,-,-
gb|GBGI01007142.1||m.5740 gb|GBGI01007142.1||g.5740  ,kiwa5444,S,1,-,-,-,N,-,110,-,-
gb|GBGI01007143.1||m.5741 gb|GBGI01007143.1||g.5741  ,kiwa5445,S,1,-,-,-,N,-,110,-,-
gb|GBGI01007144.1||m.5743 gb|GBGI01007144.1||g.5743  ,kiwa5446,S,1,-,-,-,N,-,184,-,-
gb|GBGI01007151.1||m.5744 gb|GBGI01007151.1||g.5744  ,kiwa5447,M,4,-,-,-,N,-,387,-,-
gb|GBGI01007152.1||m.5745 gb|GBGI01007152.1||g.5745  ,kiwa5448,M,4,-,-,-,N,-,387,-,-
gb|GBGI01007153.1||m.5746 gb|GBGI01007153.1||g.5746  ,kiwa5449,M,4,-,-,-,N,-,387,-,-
gb|GBGI01007154.1||m.5747 gb|GBGI01007154.1||g.5747  ,kiwa5450,_,1,-,-,-,N,-,167,-,-
gb|GBGI01007156.1||m.5748 gb|GBGI01007156.1||g.5748  ,kiwa5451,_,1,-,-,-,N,-,127,-,-
gb|GBGI01007159.1||m.5749 gb|GBGI01007159.1||g.5749  ,kiwa5452,_,1,-,-,-,N,-,121,-,-
gb|GBGI01007161.1||m.5750 gb|GBGI01007161.1||g.5750  ,kiwa5453,_,1,-,-,-,N,-,125,-,-
gb|GBGI01007167.1||m.5751 gb|GBGI01007167.1||g.5751  ,kiwa5454,_,2,-,-,-,N,-,448,-,-
gb|GBGI01007168.1||m.5752 gb|GBGI01007168.1||g.5752  ,kiwa5455,_,2,-,-,-,N,-,653,-,-
gb|GBGI01007169.1||m.5753 gb|GBGI01007169.1||g.5753  ,kiwa5456,_,2,-,-,-,N,-,540,-,-
gb|GBGI01007170.1||m.5754 gb|GBGI01007170.1||g.5754  ,kiwa5457,_,2,-,-,-,N,-,531,-,-
gb|GBGI01007170.1||m.5755 gb|GBGI01007170.1||g.5755  ,kiwa5458,_,5,-,-,-,N,-,168,-,-
gb|GBGI01007184.1||m.5756 gb|GBGI01007184.1||g.5756  ,kiwa5459,_,3,-,-,-,N,-,160,-,-
gb|GBGI01007185.1||m.5757 gb|GBGI01007185.1||g.5757  ,kiwa5460,_,3,-,-,-,N,-,267,-,-
gb|GBGI01007186.1||m.5759 gb|GBGI01007186.1||g.5759  ,kiwa5461,_,1,-,-,-,N,-,118,-,-
gb|GBGI01007186.1||m.5758 gb|GBGI01007186.1||g.5758  ,kiwa5462,_,3,-,-,-,N,-,160,-,-
gb|GBGI01007187.1||m.5760 gb|GBGI01007187.1||g.5760  ,kiwa5463,_,3,-,-,-,N,-,160,-,-
gb|GBGI01007187.1||m.5761 gb|GBGI01007187.1||g.5761  ,kiwa5464,_,1,-,-,-,N,-,118,-,-
gb|GBGI01007188.1||m.5762 gb|GBGI01007188.1||g.5762  ,kiwa5465,_,3,-,-,-,N,-,196,-,-
gb|GBGI01007188.1||m.5763 gb|GBGI01007188.1||g.5763  ,kiwa5466,_,1,-,-,-,N,-,118,-,-
gb|GBGI01007189.1||m.5764 gb|GBGI01007189.1||g.5764  ,kiwa5467,_,3,-,-,-,N,-,353,-,-
gb|GBGI01007191.1||m.5765 gb|GBGI01007191.1||g.5765  ,kiwa5468,_,3,-,-,-,N,-,140,-,-
gb|GBGI01007192.1||m.5766 gb|GBGI01007192.1||g.5766  ,kiwa5469,_,3,-,-,-,N,-,140,-,-
gb|GBGI01007193.1||m.5767 gb|GBGI01007193.1||g.5767  ,kiwa5470,_,4,-,-,-,N,-,123,-,-
gb|GBGI01007195.1||m.5768 gb|GBGI01007195.1||g.5768  ,kiwa5471,_,4,-,-,-,N,-,123,-,-
gb|GBGI01007199.1||m.5769 gb|GBGI01007199.1||g.5769  ,kiwa5472,_,1,-,-,-,N,-,106,-,-
gb|GBGI01007202.1||m.5770 gb|GBGI01007202.1||g.5770  ,kiwa5473,_,1,-,-,-,N,-,198,-,-
gb|GBGI01007203.1||m.5771 gb|GBGI01007203.1||g.5771  ,kiwa5474,_,2,-,-,-,N,-,100,-,-
gb|GBGI01007204.1||m.5772 gb|GBGI01007204.1||g.5772  ,kiwa5475,_,1,-,-,-,N,-,705,-,-
gb|GBGI01007204.1||m.5773 gb|GBGI01007204.1||g.5773  ,kiwa5476,_,1,-,-,-,N,-,393,-,-
gb|GBGI01007205.1||m.5778 gb|GBGI01007205.1||g.5778  ,kiwa5477,_,1,-,-,-,N,-,118,-,-
gb|GBGI01007205.1||m.5776 gb|GBGI01007205.1||g.5776  ,kiwa5478,_,4,-,-,-,N,-,258,-,-
gb|GBGI01007205.1||m.5775 gb|GBGI01007205.1||g.5775  ,kiwa5479,_,1,-,-,-,N,-,705,-,-
gb|GBGI01007213.1||m.5779 gb|GBGI01007213.1||g.5779  ,kiwa5480,_,1,-,-,-,N,-,142,-,-
gb|GBGI01007215.1||m.5780 gb|GBGI01007215.1||g.5780  ,kiwa5481,_,2,-,-,scer293,Y,-,149,-,ILV1
gb|GBGI01007225.1||m.5781 gb|GBGI01007225.1||g.5781  ,kiwa5482,_,3,-,-,-,N,-,345,-,-
gb|GBGI01007226.1||m.5782 gb|GBGI01007226.1||g.5782  ,kiwa5483,_,3,-,-,-,N,-,231,-,-
gb|GBGI01007226.1||m.5783 gb|GBGI01007226.1||g.5783  ,kiwa5484,_,3,-,-,-,N,-,135,-,-
gb|GBGI01007227.1||m.5784 gb|GBGI01007227.1||g.5784  ,kiwa5485,_,3,-,-,-,N,-,358,-,-
gb|GBGI01007228.1||m.5785 gb|GBGI01007228.1||g.5785  ,kiwa5486,_,3,-,-,-,N,-,218,-,-
gb|GBGI01007228.1||m.5786 gb|GBGI01007228.1||g.5786  ,kiwa5487,_,3,-,-,-,N,-,135,-,-
gb|GBGI01007229.1||m.5788 gb|GBGI01007229.1||g.5788  ,kiwa5488,_,3,-,-,-,N,-,135,-,-
gb|GBGI01007229.1||m.5787 gb|GBGI01007229.1||g.5787  ,kiwa5489,_,3,-,-,-,N,-,171,-,-
gb|GBGI01007230.1||m.5789 gb|GBGI01007230.1||g.5789  ,kiwa5490,_,3,-,-,-,N,-,251,-,-
gb|GBGI01007230.1||m.5790 gb|GBGI01007230.1||g.5790  ,kiwa5491,_,3,-,-,-,N,-,135,-,-
gb|GBGI01007231.1||m.5791 gb|GBGI01007231.1||g.5791  ,kiwa5492,_,3,-,-,-,N,-,345,-,-
gb|GBGI01007232.1||m.5792 gb|GBGI01007232.1||g.5792  ,kiwa5493,_,3,-,-,-,N,-,378,-,-
gb|GBGI01007233.1||m.5793 gb|GBGI01007233.1||g.5793  ,kiwa5494,_,3,-,-,-,N,-,378,-,-
gb|GBGI01007234.1||m.5794 gb|GBGI01007234.1||g.5794  ,kiwa5495,_,3,-,-,-,N,-,358,-,-
gb|GBGI01007235.1||m.5795 gb|GBGI01007235.1||g.5795  ,kiwa5496,S,2,-,-,-,N,-,208,-,-
gb|GBGI01007235.1||m.5796 gb|GBGI01007235.1||g.5796  ,kiwa5497,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007236.1||m.5799 gb|GBGI01007236.1||g.5799  ,kiwa5498,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007236.1||m.5798 gb|GBGI01007236.1||g.5798  ,kiwa5499,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007237.1||m.5802 gb|GBGI01007237.1||g.5802  ,kiwa5500,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007237.1||m.5801 gb|GBGI01007237.1||g.5801  ,kiwa5501,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007238.1||m.5804 gb|GBGI01007238.1||g.5804  ,kiwa5502,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007238.1||m.5805 gb|GBGI01007238.1||g.5805  ,kiwa5503,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007239.1||m.5807 gb|GBGI01007239.1||g.5807  ,kiwa5504,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007239.1||m.5808 gb|GBGI01007239.1||g.5808  ,kiwa5505,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007240.1||m.5811 gb|GBGI01007240.1||g.5811  ,kiwa5506,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007240.1||m.5810 gb|GBGI01007240.1||g.5810  ,kiwa5507,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007241.1||m.5813 gb|GBGI01007241.1||g.5813  ,kiwa5508,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007241.1||m.5814 gb|GBGI01007241.1||g.5814  ,kiwa5509,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007242.1||m.5817 gb|GBGI01007242.1||g.5817  ,kiwa5510,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007242.1||m.5816 gb|GBGI01007242.1||g.5816  ,kiwa5511,S,2,-,-,-,N,-,208,-,-
gb|GBGI01007243.1||m.5820 gb|GBGI01007243.1||g.5820  ,kiwa5512,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007243.1||m.5819 gb|GBGI01007243.1||g.5819  ,kiwa5513,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007244.1||m.5822 gb|GBGI01007244.1||g.5822  ,kiwa5514,S,2,-,-,-,N,-,208,-,-
gb|GBGI01007244.1||m.5823 gb|GBGI01007244.1||g.5823  ,kiwa5515,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007245.1||m.5826 gb|GBGI01007245.1||g.5826  ,kiwa5516,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007245.1||m.5825 gb|GBGI01007245.1||g.5825  ,kiwa5517,S,2,-,-,-,N,-,208,-,-
gb|GBGI01007246.1||m.5828 gb|GBGI01007246.1||g.5828  ,kiwa5518,S,3,-,-,-,N,-,182,-,-
gb|GBGI01007246.1||m.5829 gb|GBGI01007246.1||g.5829  ,kiwa5519,_,1,-,-,-,N,-,148,-,-
gb|GBGI01007247.1||m.5831 gb|GBGI01007247.1||g.5831  ,kiwa5520,S,2,-,-,-,N,-,208,-,-
gb|GBGI01007256.1||m.5833 gb|GBGI01007256.1||g.5833  ,kiwa5521,_,3,-,-,-,N,-,352,-,-
gb|GBGI01007257.1||m.5834 gb|GBGI01007257.1||g.5834  ,kiwa5522,_,3,-,-,-,N,-,337,-,-
gb|GBGI01007258.1||m.5835 gb|GBGI01007258.1||g.5835  ,kiwa5523,_,3,-,-,-,N,-,352,-,-
gb|GBGI01007258.1||m.5836 gb|GBGI01007258.1||g.5836  ,kiwa5524,_,3,-,-,-,N,-,201,-,-
gb|GBGI01007259.1||m.5838 gb|GBGI01007259.1||g.5838  ,kiwa5525,S,5,-,-,-,N,-,235,-,-
gb|GBGI01007259.1||m.5837 gb|GBGI01007259.1||g.5837  ,kiwa5526,_,3,-,-,-,N,-,352,-,-
gb|GBGI01007261.1||m.5839 gb|GBGI01007261.1||g.5839  ,kiwa5527,_,3,-,-,-,N,-,416,-,-
gb|GBGI01007262.1||m.5841 gb|GBGI01007262.1||g.5841  ,kiwa5528,_,3,-,-,-,N,-,201,-,-
gb|GBGI01007262.1||m.5840 gb|GBGI01007262.1||g.5840  ,kiwa5529,_,3,-,-,-,N,-,337,-,-
gb|GBGI01007263.1||m.5842 gb|GBGI01007263.1||g.5842  ,kiwa5530,_,3,hsap1214,mmus1498,scer378,Y,ATAD1,554,Atad1,MSP1
gb|GBGI01007274.1||m.5846 gb|GBGI01007274.1||g.5846  ,kiwa5531,_,1,-,-,-,N,-,147,-,-
gb|GBGI01007276.1||m.5847 gb|GBGI01007276.1||g.5847  ,kiwa5532,_,2,-,-,-,N,-,240,-,-
gb|GBGI01007276.1||m.5848 gb|GBGI01007276.1||g.5848  ,kiwa5533,_,2,-,-,-,N,-,131,-,-
