transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671189469|gb|GBGH01022130.1||m.33700 gi|671189469|gb|GBGH01022130.1||g.33700  ,phyd2053,_,4,-,-,-,N,-,299,-,-
gi|671189470|gb|GBGH01022129.1||m.33699 gi|671189470|gb|GBGH01022129.1||g.33699  ,phyd2054,S,1,-,-,-,N,-,320,-,-
gi|671189471|gb|GBGH01022128.1||m.33697 gi|671189471|gb|GBGH01022128.1||g.33697  ,phyd2055,_,3,-,-,-,N,-,295,-,-
gi|671189472|gb|GBGH01022127.1||m.33694 gi|671189472|gb|GBGH01022127.1||g.33694  ,phyd2056,_,2,-,-,-,N,-,1340,-,-
gi|671189473|gb|GBGH01022126.1||m.33693 gi|671189473|gb|GBGH01022126.1||g.33693  ,phyd2057,_,3,-,-,-,N,-,259,-,-
gi|671189474|gb|GBGH01022125.1||m.33689 gi|671189474|gb|GBGH01022125.1||g.33689  ,phyd2058,_,2,-,-,-,N,-,1142,-,-
gi|671189475|gb|GBGH01022124.1||m.33688 gi|671189475|gb|GBGH01022124.1||g.33688  ,phyd2059,_,3,-,-,-,N,-,418,-,-
gi|671189476|gb|GBGH01022123.1||m.33686 gi|671189476|gb|GBGH01022123.1||g.33686  ,phyd2060,_,5,-,-,-,N,-,263,-,-
gi|671189477|gb|GBGH01022122.1||m.33684 gi|671189477|gb|GBGH01022122.1||g.33684  ,phyd2061,_,3,-,-,-,N,-,242,-,-
gi|671189478|gb|GBGH01022121.1||m.33681 gi|671189478|gb|GBGH01022121.1||g.33681  ,phyd2062,_,2,-,-,-,N,-,559,-,-
gi|671189479|gb|GBGH01022120.1||m.33680 gi|671189479|gb|GBGH01022120.1||g.33680  ,phyd2063,_,3,-,-,-,N,-,332,-,-
gi|671189480|gb|GBGH01022119.1||m.33679 gi|671189480|gb|GBGH01022119.1||g.33679  ,phyd2064,M,2,-,-,-,Y,-,200,-,-
gi|671189481|gb|GBGH01022118.1||m.33677 gi|671189481|gb|GBGH01022118.1||g.33677  ,phyd2065,_,2,-,-,-,N,-,422,-,-
gi|671189482|gb|GBGH01022117.1||m.33676 gi|671189482|gb|GBGH01022117.1||g.33676  ,phyd2066,_,3,-,-,-,N,-,245,-,-
gi|671189483|gb|GBGH01022116.1||m.33672 gi|671189483|gb|GBGH01022116.1||g.33672  ,phyd2067,_,2,-,-,-,N,-,516,-,-
gi|671189484|gb|GBGH01022115.1||m.33670 gi|671189484|gb|GBGH01022115.1||g.33670  ,phyd2068,_,1,-,-,-,N,-,181,-,-
gi|671189485|gb|GBGH01022114.1||m.33669 gi|671189485|gb|GBGH01022114.1||g.33669  ,phyd2069,S,1,-,-,-,N,-,99,-,-
gi|671189486|gb|GBGH01022113.1||m.33667 gi|671189486|gb|GBGH01022113.1||g.33667  ,phyd2070,_,4,-,-,-,N,-,327,-,-
gi|671189487|gb|GBGH01022112.1||m.33666 gi|671189487|gb|GBGH01022112.1||g.33666  ,phyd2071,_,3,-,mmus1368,-,Y,-,726,Prepl,-
gi|671189488|gb|GBGH01022111.1||m.33665 gi|671189488|gb|GBGH01022111.1||g.33665  ,phyd2072,_,4,-,-,-,N,-,194,-,-
gi|671189489|gb|GBGH01022110.1||m.33664 gi|671189489|gb|GBGH01022110.1||g.33664  ,phyd2073,_,2,-,-,-,N,-,122,-,-
gi|671189490|gb|GBGH01022109.1||m.33663 gi|671189490|gb|GBGH01022109.1||g.33663  ,phyd2074,_,5,-,-,-,N,-,151,-,-
gi|671189491|gb|GBGH01022108.1||m.33660 gi|671189491|gb|GBGH01022108.1||g.33660  ,phyd2075,M,4,-,-,-,N,-,859,-,-
gi|671189492|gb|GBGH01022107.1||m.33658 gi|671189492|gb|GBGH01022107.1||g.33658  ,phyd2076,M,5,-,-,-,N,-,175,-,-
gi|671189493|gb|GBGH01022106.1||m.33657 gi|671189493|gb|GBGH01022106.1||g.33657  ,phyd2077,_,4,-,-,-,N,-,230,-,-
gi|671189494|gb|GBGH01022105.1||m.33656 gi|671189494|gb|GBGH01022105.1||g.33656  ,phyd2078,_,1,-,-,-,N,-,155,-,-
gi|671189495|gb|GBGH01022104.1||m.33654 gi|671189495|gb|GBGH01022104.1||g.33654  ,phyd2079,_,4,-,-,-,N,-,264,-,-
gi|671189496|gb|GBGH01022103.1||m.33653 gi|671189496|gb|GBGH01022103.1||g.33653  ,phyd2080,_,2,-,-,-,N,-,312,-,-
gi|671189497|gb|GBGH01022102.1||m.33652 gi|671189497|gb|GBGH01022102.1||g.33652  ,phyd2081,S,4,-,-,-,N,-,164,-,-
gi|671189498|gb|GBGH01022101.1||m.33648 gi|671189498|gb|GBGH01022101.1||g.33648  ,phyd2082,_,2,-,-,-,N,-,358,-,-
gi|671189499|gb|GBGH01022100.1||m.33647 gi|671189499|gb|GBGH01022100.1||g.33647  ,phyd2083,_,2,-,-,-,N,-,111,-,-
gi|671189500|gb|GBGH01022099.1||m.33646 gi|671189500|gb|GBGH01022099.1||g.33646  ,phyd2084,_,5,-,-,-,N,-,725,-,-
gi|671189501|gb|GBGH01022098.1||m.33645 gi|671189501|gb|GBGH01022098.1||g.33645  ,phyd2085,S,5,-,-,-,N,-,417,-,-
gi|671189502|gb|GBGH01022097.1||m.33643 gi|671189502|gb|GBGH01022097.1||g.33643  ,phyd2086,S,1,-,-,-,N,-,529,-,-
gi|671189503|gb|GBGH01022096.1||m.33641 gi|671189503|gb|GBGH01022096.1||g.33641  ,phyd2087,_,1,-,-,-,N,-,323,-,-
gi|671189504|gb|GBGH01022095.1||m.33637 gi|671189504|gb|GBGH01022095.1||g.33637  ,phyd2088,M,2,-,-,-,Y,-,547,-,-
gi|671189505|gb|GBGH01022094.1||m.33636 gi|671189505|gb|GBGH01022094.1||g.33636  ,phyd2089,_,3,-,-,-,N,-,308,-,-
gi|671189506|gb|GBGH01022093.1||m.33634 gi|671189506|gb|GBGH01022093.1||g.33634  ,phyd2090,_,3,-,-,-,N,-,186,-,-
gi|671189507|gb|GBGH01022092.1||m.33633 gi|671189507|gb|GBGH01022092.1||g.33633  ,phyd2091,_,1,-,-,-,N,-,487,-,-
gi|671189508|gb|GBGH01022091.1||m.33632 gi|671189508|gb|GBGH01022091.1||g.33632  ,phyd2092,_,4,-,-,-,N,-,240,-,-
gi|671189509|gb|GBGH01022090.1||m.33629 gi|671189509|gb|GBGH01022090.1||g.33629  ,phyd2093,S,5,-,-,-,N,-,536,-,-
gi|671189510|gb|GBGH01022089.1||m.33628 gi|671189510|gb|GBGH01022089.1||g.33628  ,phyd2094,_,2,-,-,-,N,-,393,-,-
gi|671189511|gb|GBGH01022088.1||m.33627 gi|671189511|gb|GBGH01022088.1||g.33627  ,phyd2095,S,2,-,-,-,N,-,349,-,-
gi|671189512|gb|GBGH01022087.1||m.33622 gi|671189512|gb|GBGH01022087.1||g.33622  ,phyd2096,_,1,-,-,-,N,-,761,-,-
gi|671189513|gb|GBGH01022086.1||m.33620 gi|671189513|gb|GBGH01022086.1||g.33620  ,phyd2097,S,5,-,-,-,N,-,121,-,-
gi|671189514|gb|GBGH01022085.1||m.33618 gi|671189514|gb|GBGH01022085.1||g.33618  ,phyd2098,_,1,-,-,-,N,-,592,-,-
gi|671189515|gb|GBGH01022084.1||m.33616 gi|671189515|gb|GBGH01022084.1||g.33616  ,phyd2099,M,3,-,-,-,Y,-,473,-,-
gi|671189516|gb|GBGH01022083.1||m.33615 gi|671189516|gb|GBGH01022083.1||g.33615  ,phyd2100,_,5,-,-,-,N,-,218,-,-
gi|671189517|gb|GBGH01022082.1||m.33614 gi|671189517|gb|GBGH01022082.1||g.33614  ,phyd2101,_,2,-,-,-,N,-,118,-,-
gi|671189518|gb|GBGH01022081.1||m.33612 gi|671189518|gb|GBGH01022081.1||g.33612  ,phyd2102,_,1,-,-,-,N,-,226,-,-
gi|671189519|gb|GBGH01022080.1||m.33610 gi|671189519|gb|GBGH01022080.1||g.33610  ,phyd2103,_,2,-,-,-,N,-,450,-,-
gi|671189520|gb|GBGH01022079.1||m.33609 gi|671189520|gb|GBGH01022079.1||g.33609  ,phyd2104,S,5,-,-,-,N,-,120,-,-
gi|671189521|gb|GBGH01022078.1||m.33608 gi|671189521|gb|GBGH01022078.1||g.33608  ,phyd2105,_,2,-,-,-,N,-,246,-,-
gi|671189522|gb|GBGH01022077.1||m.33606 gi|671189522|gb|GBGH01022077.1||g.33606  ,phyd2106,_,2,-,-,-,N,-,317,-,-
gi|671189523|gb|GBGH01022076.1||m.33604 gi|671189523|gb|GBGH01022076.1||g.33604  ,phyd2107,_,1,-,-,-,N,-,236,-,-
gi|671189523|gb|GBGH01022076.1||m.33605 gi|671189523|gb|GBGH01022076.1||g.33605  ,phyd2108,_,4,-,-,-,N,-,193,-,-
gi|671189524|gb|GBGH01022075.1||m.33603 gi|671189524|gb|GBGH01022075.1||g.33603  ,phyd2109,_,4,-,-,-,N,-,267,-,-
gi|671189525|gb|GBGH01022074.1||m.33602 gi|671189525|gb|GBGH01022074.1||g.33602  ,phyd2110,_,2,-,-,scer477,Y,-,606,-,KOG1
gi|671189526|gb|GBGH01022073.1||m.33600 gi|671189526|gb|GBGH01022073.1||g.33600  ,phyd2111,S,4,-,-,-,N,-,175,-,-
gi|671189527|gb|GBGH01022072.1||m.33599 gi|671189527|gb|GBGH01022072.1||g.33599  ,phyd2112,M,5,-,-,-,N,-,152,-,-
gi|671189528|gb|GBGH01022071.1||m.33594 gi|671189528|gb|GBGH01022071.1||g.33594  ,phyd2113,_,2,-,-,-,N,-,1284,-,-
gi|671189529|gb|GBGH01022070.1||m.33593 gi|671189529|gb|GBGH01022070.1||g.33593  ,phyd2114,_,1,-,-,-,N,-,605,-,-
gi|671189530|gb|GBGH01022069.1||m.33591 gi|671189530|gb|GBGH01022069.1||g.33591  ,phyd2115,_,3,-,-,-,N,-,573,-,-
gi|671189531|gb|GBGH01022068.1||m.33590 gi|671189531|gb|GBGH01022068.1||g.33590  ,phyd2116,M,5,-,-,-,N,-,1199,-,-
gi|671189532|gb|GBGH01022067.1||m.33589 gi|671189532|gb|GBGH01022067.1||g.33589  ,phyd2117,_,3,-,-,-,N,-,106,-,-
gi|671189533|gb|GBGH01022066.1||m.33584 gi|671189533|gb|GBGH01022066.1||g.33584  ,phyd2118,_,1,-,-,-,N,-,753,-,-
gi|671189534|gb|GBGH01022065.1||m.33583 gi|671189534|gb|GBGH01022065.1||g.33583  ,phyd2119,M,4,-,-,-,N,-,202,-,-
gi|671189535|gb|GBGH01022064.1||m.33581 gi|671189535|gb|GBGH01022064.1||g.33581  ,phyd2120,S,4,-,-,-,N,-,392,-,-
gi|671189536|gb|GBGH01022063.1||m.33579 gi|671189536|gb|GBGH01022063.1||g.33579  ,phyd2121,_,2,-,-,-,N,-,123,-,-
gi|671189537|gb|GBGH01022062.1||m.33578 gi|671189537|gb|GBGH01022062.1||g.33578  ,phyd2122,_,2,-,-,-,N,-,341,-,-
gi|671189538|gb|GBGH01022061.1||m.33577 gi|671189538|gb|GBGH01022061.1||g.33577  ,phyd2123,_,5,-,-,-,N,-,265,-,-
gi|671189539|gb|GBGH01022060.1||m.33574 gi|671189539|gb|GBGH01022060.1||g.33574  ,phyd2124,_,2,-,-,-,N,-,717,-,-
gi|671189540|gb|GBGH01022059.1||m.33573 gi|671189540|gb|GBGH01022059.1||g.33573  ,phyd2125,M,5,-,-,-,N,-,161,-,-
gi|671189541|gb|GBGH01022058.1||m.33571 gi|671189541|gb|GBGH01022058.1||g.33571  ,phyd2126,_,4,-,-,-,N,-,249,-,-
gi|671189542|gb|GBGH01022057.1||m.33570 gi|671189542|gb|GBGH01022057.1||g.33570  ,phyd2127,_,3,-,-,-,N,-,260,-,-
gi|671189543|gb|GBGH01022056.1||m.33569 gi|671189543|gb|GBGH01022056.1||g.33569  ,phyd2128,_,1,-,-,-,N,-,100,-,-
gi|671189545|gb|GBGH01022054.1||m.33567 gi|671189545|gb|GBGH01022054.1||g.33567  ,phyd2129,_,1,-,-,-,N,-,107,-,-
gi|671189546|gb|GBGH01022053.1||m.33566 gi|671189546|gb|GBGH01022053.1||g.33566  ,phyd2130,_,2,-,-,-,N,-,114,-,-
gi|671189549|gb|GBGH01022050.1||m.33564 gi|671189549|gb|GBGH01022050.1||g.33564  ,phyd2131,_,3,-,-,-,N,-,114,-,-
gi|671189550|gb|GBGH01022049.1||m.33563 gi|671189550|gb|GBGH01022049.1||g.33563  ,phyd2132,_,2,-,-,-,N,-,127,-,-
gi|671189551|gb|GBGH01022048.1||m.33561 gi|671189551|gb|GBGH01022048.1||g.33561  ,phyd2133,_,3,-,-,-,N,-,122,-,-
gi|671189552|gb|GBGH01022047.1||m.33560 gi|671189552|gb|GBGH01022047.1||g.33560  ,phyd2134,_,3,-,-,-,N,-,222,-,-
gi|671189556|gb|GBGH01022043.1||m.33559 gi|671189556|gb|GBGH01022043.1||g.33559  ,phyd2135,_,1,-,-,-,N,-,120,-,-
gi|671189557|gb|GBGH01022042.1||m.33558 gi|671189557|gb|GBGH01022042.1||g.33558  ,phyd2136,_,3,-,-,-,N,-,109,-,-
gi|671189558|gb|GBGH01022041.1||m.33557 gi|671189558|gb|GBGH01022041.1||g.33557  ,phyd2137,_,4,-,-,-,N,-,112,-,-
gi|671189560|gb|GBGH01022039.1||m.33556 gi|671189560|gb|GBGH01022039.1||g.33556  ,phyd2138,_,3,-,-,-,N,-,109,-,-
gi|671189562|gb|GBGH01022037.1||m.33554 gi|671189562|gb|GBGH01022037.1||g.33554  ,phyd2139,_,2,-,-,-,N,-,122,-,-
gi|671189563|gb|GBGH01022036.1||m.33553 gi|671189563|gb|GBGH01022036.1||g.33553  ,phyd2140,_,1,-,-,-,N,-,145,-,-
gi|671189564|gb|GBGH01022035.1||m.33552 gi|671189564|gb|GBGH01022035.1||g.33552  ,phyd2141,S,3,-,-,-,N,-,101,-,-
gi|671189565|gb|GBGH01022034.1||m.33551 gi|671189565|gb|GBGH01022034.1||g.33551  ,phyd2142,_,1,-,-,-,N,-,158,-,-
gi|671189567|gb|GBGH01022032.1||m.33550 gi|671189567|gb|GBGH01022032.1||g.33550  ,phyd2143,_,1,-,-,-,N,-,131,-,-
gi|671189568|gb|GBGH01022031.1||m.33549 gi|671189568|gb|GBGH01022031.1||g.33549  ,phyd2144,S,2,-,-,-,N,-,108,-,-
gi|671189569|gb|GBGH01022030.1||m.33548 gi|671189569|gb|GBGH01022030.1||g.33548  ,phyd2145,_,1,-,-,-,N,-,121,-,-
gi|671189570|gb|GBGH01022029.1||m.33547 gi|671189570|gb|GBGH01022029.1||g.33547  ,phyd2146,_,2,-,-,-,N,-,113,-,-
gi|671189571|gb|GBGH01022028.1||m.33545 gi|671189571|gb|GBGH01022028.1||g.33545  ,phyd2147,_,2,-,-,-,N,-,179,-,-
gi|671189572|gb|GBGH01022027.1||m.33544 gi|671189572|gb|GBGH01022027.1||g.33544  ,phyd2148,M,5,-,-,-,N,-,108,-,-
gi|671189573|gb|GBGH01022026.1||m.33543 gi|671189573|gb|GBGH01022026.1||g.33543  ,phyd2149,_,1,-,-,-,N,-,185,-,-
gi|671189574|gb|GBGH01022025.1||m.33542 gi|671189574|gb|GBGH01022025.1||g.33542  ,phyd2150,_,2,-,-,-,N,-,109,-,-
gi|671189576|gb|GBGH01022023.1||m.33541 gi|671189576|gb|GBGH01022023.1||g.33541  ,phyd2151,_,3,-,-,-,N,-,106,-,-
gi|671189577|gb|GBGH01022022.1||m.33540 gi|671189577|gb|GBGH01022022.1||g.33540  ,phyd2152,_,4,-,-,-,N,-,144,-,-
gi|671189578|gb|GBGH01022021.1||m.33539 gi|671189578|gb|GBGH01022021.1||g.33539  ,phyd2153,M,5,-,-,-,N,-,132,-,-
gi|671189579|gb|GBGH01022020.1||m.33538 gi|671189579|gb|GBGH01022020.1||g.33538  ,phyd2154,_,1,-,-,-,N,-,139,-,-
gi|671189580|gb|GBGH01022019.1||m.33536 gi|671189580|gb|GBGH01022019.1||g.33536  ,phyd2155,_,2,-,-,-,N,-,108,-,-
gi|671189581|gb|GBGH01022018.1||m.33535 gi|671189581|gb|GBGH01022018.1||g.33535  ,phyd2156,_,4,-,-,-,N,-,125,-,-
gi|671189583|gb|GBGH01022016.1||m.33532 gi|671189583|gb|GBGH01022016.1||g.33532  ,phyd2157,_,2,-,-,-,N,-,105,-,-
gi|671189585|gb|GBGH01022014.1||m.33531 gi|671189585|gb|GBGH01022014.1||g.33531  ,phyd2158,_,2,-,-,-,N,-,146,-,-
gi|671189586|gb|GBGH01022013.1||m.33530 gi|671189586|gb|GBGH01022013.1||g.33530  ,phyd2159,_,2,-,-,-,N,-,200,-,-
gi|671189587|gb|GBGH01022012.1||m.33529 gi|671189587|gb|GBGH01022012.1||g.33529  ,phyd2160,S,1,-,-,-,N,-,100,-,-
gi|671189588|gb|GBGH01022011.1||m.33528 gi|671189588|gb|GBGH01022011.1||g.33528  ,phyd2161,_,2,-,-,-,N,-,133,-,-
gi|671189589|gb|GBGH01022010.1||m.33527 gi|671189589|gb|GBGH01022010.1||g.33527  ,phyd2162,_,2,-,-,-,N,-,100,-,-
gi|671189590|gb|GBGH01022009.1||m.33526 gi|671189590|gb|GBGH01022009.1||g.33526  ,phyd2163,_,1,-,-,-,N,-,102,-,-
gi|671189591|gb|GBGH01022008.1||m.33525 gi|671189591|gb|GBGH01022008.1||g.33525  ,phyd2164,S,3,-,-,-,N,-,173,-,-
gi|671189592|gb|GBGH01022007.1||m.33524 gi|671189592|gb|GBGH01022007.1||g.33524  ,phyd2165,_,3,-,-,-,N,-,105,-,-
gi|671189593|gb|GBGH01022006.1||m.33521 gi|671189593|gb|GBGH01022006.1||g.33521  ,phyd2166,_,5,-,-,-,N,-,173,-,-
gi|671189594|gb|GBGH01022005.1||m.33520 gi|671189594|gb|GBGH01022005.1||g.33520  ,phyd2167,_,2,-,-,-,N,-,119,-,-
gi|671189596|gb|GBGH01022003.1||m.33519 gi|671189596|gb|GBGH01022003.1||g.33519  ,phyd2168,_,3,-,-,-,N,-,112,-,-
gi|671189598|gb|GBGH01022001.1||m.33517 gi|671189598|gb|GBGH01022001.1||g.33517  ,phyd2169,_,4,-,-,-,N,-,139,-,-
gi|671189599|gb|GBGH01022000.1||m.33514 gi|671189599|gb|GBGH01022000.1||g.33514  ,phyd2170,_,4,-,mmus1096,-,Y,-,108,Ttc7b,-
gi|671189600|gb|GBGH01021999.1||m.33513 gi|671189600|gb|GBGH01021999.1||g.33513  ,phyd2171,M,3,-,-,-,Y,-,199,-,-
gi|671189603|gb|GBGH01021996.1||m.33511 gi|671189603|gb|GBGH01021996.1||g.33511  ,phyd2172,S,5,-,-,-,N,-,102,-,-
gi|671189605|gb|GBGH01021994.1||m.33510 gi|671189605|gb|GBGH01021994.1||g.33510  ,phyd2173,_,2,-,-,-,N,-,100,-,-
gi|671189606|gb|GBGH01021993.1||m.33509 gi|671189606|gb|GBGH01021993.1||g.33509  ,phyd2174,_,1,-,-,-,N,-,141,-,-
gi|671189607|gb|GBGH01021992.1||m.33508 gi|671189607|gb|GBGH01021992.1||g.33508  ,phyd2175,_,3,-,-,-,N,-,102,-,-
gi|671189608|gb|GBGH01021991.1||m.33506 gi|671189608|gb|GBGH01021991.1||g.33506  ,phyd2176,_,1,-,-,-,N,-,138,-,-
gi|671189609|gb|GBGH01021990.1||m.33505 gi|671189609|gb|GBGH01021990.1||g.33505  ,phyd2177,_,2,-,-,-,N,-,100,-,-
gi|671189611|gb|GBGH01021988.1||m.33503 gi|671189611|gb|GBGH01021988.1||g.33503  ,phyd2178,M,5,-,-,-,N,-,234,-,-
gi|671189613|gb|GBGH01021986.1||m.33502 gi|671189613|gb|GBGH01021986.1||g.33502  ,phyd2179,_,3,-,-,-,N,-,155,-,-
gi|671189615|gb|GBGH01021984.1||m.33501 gi|671189615|gb|GBGH01021984.1||g.33501  ,phyd2180,_,3,-,-,-,N,-,102,-,-
gi|671189616|gb|GBGH01021983.1||m.33500 gi|671189616|gb|GBGH01021983.1||g.33500  ,phyd2181,S,2,-,-,-,N,-,108,-,-
gi|671189618|gb|GBGH01021981.1||m.33499 gi|671189618|gb|GBGH01021981.1||g.33499  ,phyd2182,_,4,-,-,-,N,-,104,-,-
gi|671189622|gb|GBGH01021977.1||m.33497 gi|671189622|gb|GBGH01021977.1||g.33497  ,phyd2183,_,5,-,-,-,N,-,228,-,-
gi|671189623|gb|GBGH01021976.1||m.33496 gi|671189623|gb|GBGH01021976.1||g.33496  ,phyd2184,_,4,-,-,-,N,-,161,-,-
gi|671189625|gb|GBGH01021974.1||m.33495 gi|671189625|gb|GBGH01021974.1||g.33495  ,phyd2185,_,3,-,-,-,N,-,160,-,-
gi|671189626|gb|GBGH01021973.1||m.33494 gi|671189626|gb|GBGH01021973.1||g.33494  ,phyd2186,_,3,-,-,-,N,-,185,-,-
gi|671189627|gb|GBGH01021972.1||m.33492 gi|671189627|gb|GBGH01021972.1||g.33492  ,phyd2187,M,5,-,-,-,N,-,129,-,-
gi|671189628|gb|GBGH01021971.1||m.33491 gi|671189628|gb|GBGH01021971.1||g.33491  ,phyd2188,_,2,-,-,-,N,-,121,-,-
gi|671189629|gb|GBGH01021970.1||m.33490 gi|671189629|gb|GBGH01021970.1||g.33490  ,phyd2189,S,1,-,-,-,N,-,102,-,-
gi|671189630|gb|GBGH01021969.1||m.33489 gi|671189630|gb|GBGH01021969.1||g.33489  ,phyd2190,M,4,-,-,-,N,-,106,-,-
gi|671189632|gb|GBGH01021967.1||m.33488 gi|671189632|gb|GBGH01021967.1||g.33488  ,phyd2191,_,3,-,-,-,N,-,103,-,-
gi|671189633|gb|GBGH01021966.1||m.33487 gi|671189633|gb|GBGH01021966.1||g.33487  ,phyd2192,_,1,-,-,-,N,-,122,-,-
gi|671189636|gb|GBGH01021963.1||m.33486 gi|671189636|gb|GBGH01021963.1||g.33486  ,phyd2193,_,5,-,-,-,N,-,153,-,-
gi|671189637|gb|GBGH01021962.1||m.33485 gi|671189637|gb|GBGH01021962.1||g.33485  ,phyd2194,_,1,-,-,-,N,-,167,-,-
gi|671189638|gb|GBGH01021961.1||m.33483 gi|671189638|gb|GBGH01021961.1||g.33483  ,phyd2195,_,2,-,-,-,N,-,132,-,-
gi|671189639|gb|GBGH01021960.1||m.33480 gi|671189639|gb|GBGH01021960.1||g.33480  ,phyd2196,_,1,-,-,-,N,-,198,-,-
gi|671189640|gb|GBGH01021959.1||m.33479 gi|671189640|gb|GBGH01021959.1||g.33479  ,phyd2197,_,4,-,-,-,N,-,100,-,-
gi|671189641|gb|GBGH01021958.1||m.33478 gi|671189641|gb|GBGH01021958.1||g.33478  ,phyd2198,_,5,-,-,-,N,-,121,-,-
gi|671189642|gb|GBGH01021957.1||m.33476 gi|671189642|gb|GBGH01021957.1||g.33476  ,phyd2199,_,4,-,-,-,N,-,149,-,-
gi|671189643|gb|GBGH01021956.1||m.33475 gi|671189643|gb|GBGH01021956.1||g.33475  ,phyd2200,M,4,-,-,-,N,-,124,-,-
gi|671189644|gb|GBGH01021955.1||m.33474 gi|671189644|gb|GBGH01021955.1||g.33474  ,phyd2201,M,4,-,-,-,N,-,144,-,-
gi|671189645|gb|GBGH01021954.1||m.33473 gi|671189645|gb|GBGH01021954.1||g.33473  ,phyd2202,_,5,-,-,-,N,-,158,-,-
gi|671189646|gb|GBGH01021953.1||m.33472 gi|671189646|gb|GBGH01021953.1||g.33472  ,phyd2203,M,4,-,-,-,N,-,175,-,-
gi|671189647|gb|GBGH01021952.1||m.33471 gi|671189647|gb|GBGH01021952.1||g.33471  ,phyd2204,_,2,-,-,-,N,-,133,-,-
gi|671189650|gb|GBGH01021949.1||m.33468 gi|671189650|gb|GBGH01021949.1||g.33468  ,phyd2205,_,1,-,-,-,N,-,120,-,-
gi|671189651|gb|GBGH01021948.1||m.33467 gi|671189651|gb|GBGH01021948.1||g.33467  ,phyd2206,M,3,-,-,-,Y,-,107,-,-
gi|671189652|gb|GBGH01021947.1||m.33466 gi|671189652|gb|GBGH01021947.1||g.33466  ,phyd2207,_,1,-,-,-,N,-,123,-,-
gi|671189654|gb|GBGH01021945.1||m.33465 gi|671189654|gb|GBGH01021945.1||g.33465  ,phyd2208,_,4,-,-,-,N,-,109,-,-
gi|671189655|gb|GBGH01021944.1||m.33464 gi|671189655|gb|GBGH01021944.1||g.33464  ,phyd2209,S,2,-,-,-,N,-,197,-,-
gi|671189656|gb|GBGH01021943.1||m.33463 gi|671189656|gb|GBGH01021943.1||g.33463  ,phyd2210,S,1,-,-,-,N,-,251,-,-
gi|671189657|gb|GBGH01021942.1||m.33462 gi|671189657|gb|GBGH01021942.1||g.33462  ,phyd2211,M,5,-,-,-,N,-,113,-,-
gi|671189659|gb|GBGH01021940.1||m.33461 gi|671189659|gb|GBGH01021940.1||g.33461  ,phyd2212,M,3,-,-,-,Y,-,206,-,-
gi|671189661|gb|GBGH01021938.1||m.33460 gi|671189661|gb|GBGH01021938.1||g.33460  ,phyd2213,_,3,-,-,-,N,-,276,-,-
gi|671189662|gb|GBGH01021937.1||m.33459 gi|671189662|gb|GBGH01021937.1||g.33459  ,phyd2214,_,1,-,-,-,N,-,104,-,-
gi|671189663|gb|GBGH01021936.1||m.33457 gi|671189663|gb|GBGH01021936.1||g.33457  ,phyd2215,M,4,-,-,-,N,-,139,-,-
gi|671189664|gb|GBGH01021935.1||m.33456 gi|671189664|gb|GBGH01021935.1||g.33456  ,phyd2216,S,2,-,-,-,N,-,146,-,-
gi|671189665|gb|GBGH01021934.1||m.33455 gi|671189665|gb|GBGH01021934.1||g.33455  ,phyd2217,_,4,-,-,-,N,-,150,-,-
gi|671189666|gb|GBGH01021933.1||m.33454 gi|671189666|gb|GBGH01021933.1||g.33454  ,phyd2218,_,5,-,-,-,N,-,104,-,-
gi|671189667|gb|GBGH01021932.1||m.33453 gi|671189667|gb|GBGH01021932.1||g.33453  ,phyd2219,_,3,-,-,-,N,-,250,-,-
gi|671189668|gb|GBGH01021931.1||m.33452 gi|671189668|gb|GBGH01021931.1||g.33452  ,phyd2220,_,2,-,-,-,N,-,103,-,-
gi|671189669|gb|GBGH01021930.1||m.33450 gi|671189669|gb|GBGH01021930.1||g.33450  ,phyd2221,_,2,-,-,-,N,-,259,-,-
gi|671189671|gb|GBGH01021928.1||m.33447 gi|671189671|gb|GBGH01021928.1||g.33447  ,phyd2222,M,2,-,-,-,Y,-,205,-,-
gi|671189672|gb|GBGH01021927.1||m.33445 gi|671189672|gb|GBGH01021927.1||g.33445  ,phyd2223,M,5,-,-,-,N,-,172,-,-
gi|671189673|gb|GBGH01021926.1||m.33444 gi|671189673|gb|GBGH01021926.1||g.33444  ,phyd2224,M,1,-,-,-,Y,-,133,-,-
gi|671189674|gb|GBGH01021925.1||m.33443 gi|671189674|gb|GBGH01021925.1||g.33443  ,phyd2225,_,2,-,-,-,N,-,106,-,-
gi|671189675|gb|GBGH01021924.1||m.33442 gi|671189675|gb|GBGH01021924.1||g.33442  ,phyd2226,_,5,-,-,-,N,-,234,-,-
gi|671189676|gb|GBGH01021923.1||m.33440 gi|671189676|gb|GBGH01021923.1||g.33440  ,phyd2227,S,1,-,-,-,N,-,261,-,-
gi|671189679|gb|GBGH01021920.1||m.33438 gi|671189679|gb|GBGH01021920.1||g.33438  ,phyd2228,M,3,-,-,-,Y,-,227,-,-
gi|671189681|gb|GBGH01021918.1||m.33436 gi|671189681|gb|GBGH01021918.1||g.33436  ,phyd2229,_,4,-,-,-,N,-,110,-,-
