transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
sctid28616,scil15395,_ , 3, -, -, -,  N,-,164,-,-
sctid28618,scil15396,_ , 4, -, -, -,  N,-,1043,-,-
sctid28620,scil15397,_ , 3, -, -, -,  N,-,518,-,-
sctid28621,scil15398,_ , 4, -, -, -,  N,-,197,-,-
sctid28625,scil15399,M , 2, -, -, -,  Y,-,386,-,-
sctid28625,scil15400,S , 3, -, -, -,  N,-,151,-,-
sctid28631,scil15401,_ , 4, -, -, -,  N,-,579,-,-
sctid28634,scil15402,S , 1, -, -, -,  N,-,1028,-,-
sctid28637,scil15403,M , 4, -, -, -,  N,-,641,-,-
sctid28639,scil15404,_ , 4, -, -, -,  N,-,140,-,-
sctid28641,scil15405,_ , 2, -, -, -,  N,-,1183,-,-
sctid28644,scil15406,M , 4, -, -, -,  N,-,122,-,-
sctid28648,scil15407,S , 5, -, -, -,  N,-,957,-,-
sctid28652,scil15408,M , 5, -, -, -,  N,-,1116,-,-
sctid28654,scil15409,M , 5, -, -, -,  N,-,290,-,-
sctid28657,scil15410,_ , 2, -, -, -,  N,-,371,-,-
sctid28657,scil15411,_ , 2, -, -, -,  N,-,1014,-,-
sctid28663,scil15412,S , 1, -, -, -,  N,-,536,-,-
sctid28668,scil15413,_ , 2, -, -, -,  N,-,1242,-,-
sctid28670,scil15414,_ , 2, -, -, -,  N,-,391,-,-
sctid28675,scil15415,_ , 4, -, -, -,  N,-,634,-,-
sctid28676,scil15416,_ , 4, -, -, -,  N,-,772,-,-
sctid28680,scil15417,_ , 2, hsap1163, mmus1447, scer437,  Y,GK,515,Gykl1,GUT1
sctid28684,scil15418,_ , 5, -, -, -,  N,-,971,-,-
sctid28687,scil15419,_ , 2, hsap812, mmus1399, scer1005,  Y,AARS2,914,Aars2,ALA1
sctid28690,scil15420,_ , 2, -, -, -,  N,-,315,-,-
sctid28695,scil15421,_ , 2, -, -, -,  N,-,747,-,-
sctid28698,scil15422,_ , 1, -, -, -,  N,-,942,-,-
sctid28698,scil15423,M , 4, -, -, -,  N,-,214,-,-
sctid28704,scil15424,_ , 4, -, -, -,  N,-,1065,-,-
sctid28707,scil15425,M , 2, -, -, -,  Y,-,1006,-,-
sctid28710,scil15426,_ , 1, -, -, -,  N,-,718,-,-
sctid28718,scil15427,_ , 4, -, -, -,  N,-,434,-,-
sctid28721,scil15428,_ , 3, -, -, -,  N,-,997,-,-
sctid28724,scil15429,_ , 5, -, -, -,  N,-,439,-,-
sctid28726,scil15430,S , 1, -, -, -,  N,-,992,-,-
sctid28733,scil15431,_ , 2, -, -, -,  N,-,665,-,-
sctid28737,scil15432,_ , 2, -, -, -,  N,-,1023,-,-
sctid28743,scil15433,_ , 3, -, -, -,  N,-,994,-,-
sctid28746,scil15434,_ , 2, -, -, -,  N,-,586,-,-
sctid28748,scil15435,_ , 4, -, -, -,  N,-,1180,-,-
sctid28750,scil15436,_ , 2, -, -, -,  N,-,749,-,-
sctid28754,scil15437,S , 1, -, -, -,  N,-,793,-,-
sctid28756,scil15438,_ , 1, -, -, -,  N,-,1240,-,-
sctid28756,scil15439,S , 1, -, -, -,  N,-,308,-,-
sctid28759,scil15440,_ , 4, -, -, -,  N,-,943,-,-
sctid28762,scil15441,_ , 1, -, -, -,  N,-,885,-,-
sctid28765,scil15442,M , 1, -, mmus892, -,  Y,-,939,Aldh1l2,-
sctid28768,scil15443,_ , 5, -, -, -,  N,-,1845,-,-
sctid28771,scil15444,M , 3, -, -, -,  Y,-,435,-,-
sctid28772,scil15445,S , 3, -, -, -,  N,-,151,-,-
sctid28772,scil15446,M , 2, -, -, -,  Y,-,383,-,-
sctid28777,scil15447,_ , 4, -, -, -,  N,-,1239,-,-
sctid28779,scil15448,_ , 4, -, -, -,  N,-,1239,-,-
sctid2877,scil15449,M , 4, -, -, -,  N,-,806,-,-
sctid28782,scil15450,_ , 3, -, -, -,  N,-,1164,-,-
sctid28785,scil15451,_ , 4, -, -, -,  N,-,997,-,-
sctid28788,scil15452,_ , 2, -, -, -,  N,-,132,-,-
sctid2878,scil15453,_ , 4, -, -, -,  N,-,585,-,-
sctid28793,scil15454,_ , 5, -, -, -,  N,-,896,-,-
sctid28797,scil15455,S , 5, -, -, -,  N,-,561,-,-
sctid28799,scil15456,_ , 2, -, -, -,  N,-,216,-,-
sctid28800,scil15457,M , 3, -, -, -,  Y,-,1066,-,-
sctid28804,scil15458,M , 5, -, -, -,  N,-,336,-,-
sctid28805,scil15459,_ , 3, -, -, -,  N,-,119,-,-
sctid28807,scil15460,_ , 5, -, -, scer934,  Y,-,809,-,IRA2
sctid28808,scil15461,_ , 1, -, -, -,  N,-,780,-,-
sctid28814,scil15462,S , 3, -, -, -,  N,-,311,-,-
sctid28814,scil15463,_ , 2, -, -, -,  N,-,1060,-,-
sctid28817,scil15464,_ , 3, -, -, -,  N,-,856,-,-
sctid28818,scil15465,_ , 4, -, -, -,  N,-,217,-,-
sctid28819,scil15466,M , 3, -, -, -,  Y,-,172,-,-
sctid28822,scil15467,_ , 1, -, -, -,  N,-,217,-,-
sctid28822,scil15468,_ , 1, -, -, -,  N,-,939,-,-
sctid28828,scil15469,_ , 1, -, -, scer756,  Y,-,1022,-,SPT5
sctid28833,scil15470,_ , 2, -, -, -,  N,-,1033,-,-
sctid28837,scil15471,_ , 5, -, -, -,  N,-,1089,-,-
sctid28843,scil15472,_ , 3, -, -, -,  N,-,652,-,-
sctid28844,scil15473,_ , 4, -, -, -,  N,-,262,-,-
sctid28846,scil15474,M , 4, -, -, -,  N,-,658,-,-
sctid28847,scil15475,_ , 4, -, -, -,  N,-,346,-,-
sctid28848,scil15476,_ , 1, -, -, -,  N,-,203,-,-
sctid2884,scil15477,S , 2, -, -, -,  N,-,878,-,-
sctid28850,scil15478,_ , 2, -, -, -,  N,-,874,-,-
sctid28855,scil15479,_ , 3, -, -, -,  N,-,1359,-,-
sctid28858,scil15480,S , 2, -, -, -,  N,-,677,-,-
sctid28862,scil15481,_ , 2, -, -, -,  N,-,743,-,-
sctid28865,scil15482,S , 4, -, -, -,  N,-,1207,-,-
sctid28866,scil15483,M , 2, -, -, -,  Y,-,325,-,-
sctid28867,scil15484,_ , 1, -, -, -,  N,-,163,-,-
sctid28871,scil15485,_ , 2, -, -, -,  N,-,794,-,-
sctid28873,scil15486,_ , 1, -, -, -,  N,-,786,-,-
sctid28873,scil15487,S , 1, -, -, -,  N,-,256,-,-
sctid28876,scil15488,_ , 2, -, -, -,  N,-,868,-,-
sctid28878,scil15489,_ , 2, -, -, -,  N,-,675,-,-
sctid28882,scil15490,_ , 2, -, -, -,  N,-,661,-,-
sctid28886,scil15491,_ , 2, -, -, -,  N,-,863,-,-
sctid28891,scil15492,S , 3, -, -, -,  N,-,235,-,-
sctid28893,scil15493,M , 3, -, -, -,  Y,-,1019,-,-
sctid28896,scil15494,S , 3, -, -, -,  N,-,916,-,-
sctid28899,scil15495,_ , 1, -, -, -,  N,-,869,-,-
sctid28901,scil15496,_ , 1, -, -, -,  N,-,1236,-,-
sctid28903,scil15497,S , 1, -, -, -,  N,-,1035,-,-
sctid28907,scil15498,S , 1, -, -, -,  N,-,1035,-,-
sctid2890,scil15499,_ , 2, -, -, -,  N,-,171,-,-
sctid28911,scil15500,S , 1, -, -, -,  N,-,897,-,-
sctid28913,scil15501,_ , 1, -, -, -,  N,-,937,-,-
sctid28913,scil15502,_ , 1, -, -, -,  N,-,203,-,-
sctid28919,scil15503,_ , 2, -, -, -,  N,-,426,-,-
sctid2891,scil15504,_ , 2, -, -, -,  N,-,153,-,-
sctid28923,scil15505,_ , 1, -, -, -,  N,-,310,-,-
sctid28929,scil15506,M , 4, -, -, -,  N,-,748,-,-
sctid28930,scil15507,_ , 4, -, -, -,  N,-,577,-,-
sctid28933,scil15508,S , 1, -, -, -,  N,-,1162,-,-
sctid28937,scil15509,_ , 5, -, -, -,  N,-,687,-,-
sctid28941,scil15510,_ , 2, -, -, -,  N,-,660,-,-
sctid28945,scil15511,_ , 3, -, -, -,  N,-,558,-,-
sctid28950,scil15512,S , 2, -, -, -,  N,-,1072,-,-
sctid28956,scil15513,_ , 1, -, -, -,  N,-,722,-,-
sctid28963,scil15514,_ , 4, -, -, -,  N,-,1235,-,-
sctid28965,scil15515,_ , 2, -, -, -,  N,-,787,-,-
sctid28971,scil15516,M , 1, -, -, scer273,  Y,-,880,-,AFG3
sctid28974,scil15517,M , 5, -, -, -,  N,-,755,-,-
sctid28976,scil15518,_ , 4, -, -, -,  N,-,1138,-,-
sctid28978,scil15519,_ , 3, -, -, -,  N,-,283,-,-
sctid28981,scil15520,_ , 4, -, -, -,  N,-,1059,-,-
sctid28984,scil15521,M , 4, -, -, -,  N,-,214,-,-
sctid28984,scil15522,_ , 1, -, -, -,  N,-,936,-,-
sctid28990,scil15523,S , 1, -, -, -,  N,-,340,-,-
sctid28995,scil15524,S , 2, -, -, -,  N,-,1421,-,-
sctid28999,scil15525,_ , 2, -, -, -,  N,-,1267,-,-
sctid289,scil15526,_ , 3, -, -, -,  N,-,5691,-,-
sctid29000,scil15527,M , 3, -, -, -,  Y,-,281,-,-
sctid29006,scil15528,S , 1, -, -, -,  N,-,739,-,-
sctid29007,scil15529,M , 5, -, -, -,  N,-,872,-,-
sctid29013,scil15530,_ , 4, -, -, -,  N,-,1234,-,-
sctid29016,scil15531,_ , 2, -, -, -,  N,-,610,-,-
sctid29017,scil15532,_ , 1, -, -, -,  N,-,283,-,-
sctid29020,scil15533,S , 1, -, -, -,  N,-,1010,-,-
sctid29023,scil15534,_ , 5, -, -, -,  N,-,796,-,-
sctid29026,scil15535,_ , 2, -, -, -,  N,-,155,-,-
sctid29032,scil15536,_ , 2, -, -, -,  N,-,223,-,-
sctid29033,scil15537,_ , 3, -, -, -,  N,-,182,-,-
sctid29035,scil15538,_ , 2, -, -, -,  N,-,124,-,-
sctid29039,scil15539,M , 5, -, -, -,  N,-,320,-,-
sctid2903,scil15540,_ , 5, -, -, -,  N,-,2414,-,-
sctid29043,scil15541,M , 4, -, -, -,  N,-,633,-,-
sctid29047,scil15542,S , 2, -, -, -,  N,-,383,-,-
sctid29051,scil15543,_ , 5, -, -, -,  N,-,1086,-,-
sctid29052,scil15544,M , 5, -, -, -,  N,-,543,-,-
sctid29058,scil15545,_ , 1, -, -, -,  N,-,914,-,-
sctid29063,scil15546,_ , 3, -, -, -,  N,-,954,-,-
sctid29069,scil15547,_ , 2, -, -, -,  N,-,1105,-,-
sctid29074,scil15548,_ , 5, -, -, -,  N,-,1160,-,-
sctid29074,scil15549,S , 5, -, -, -,  N,-,131,-,-
sctid29079,scil15550,S , 2, -, -, -,  N,-,108,-,-
sctid29080,scil15551,S , 1, -, -, -,  N,-,1032,-,-
sctid29084,scil15552,_ , 4, -, -, -,  N,-,883,-,-
sctid29089,scil15553,_ , 1, -, -, -,  N,-,880,-,-
sctid29092,scil15554,M , 1, -, -, -,  Y,-,687,-,-
sctid29095,scil15555,S , 3, -, -, -,  N,-,381,-,-
sctid29095,scil15556,_ , 4, -, -, -,  N,-,830,-,-
sctid29098,scil15557,S , 2, -, -, -,  N,-,820,-,-
sctid29099,scil15558,_ , 4, -, -, -,  N,-,1233,-,-
sctid29101,scil15559,M , 3, -, -, -,  Y,-,988,-,-
sctid29105,scil15560,_ , 5, -, -, -,  N,-,1144,-,-
sctid29108,scil15561,_ , 1, -, -, -,  N,-,865,-,-
sctid29108,scil15562,_ , 2, -, -, -,  N,-,177,-,-
sctid29108,scil15563,S , 1, -, -, -,  N,-,224,-,-
sctid29113,scil15564,_ , 1, -, -, -,  N,-,933,-,-
sctid29113,scil15565,_ , 1, -, -, -,  N,-,217,-,-
sctid29120,scil15566,M , 3, -, -, -,  Y,-,326,-,-
sctid29122,scil15567,_ , 2, -, -, -,  N,-,489,-,-
sctid29125,scil15568,M , 3, -, -, -,  Y,-,911,-,-
sctid29129,scil15569,_ , 1, -, -, -,  N,-,890,-,-
sctid29132,scil15570,_ , 2, -, -, -,  N,-,656,-,-
sctid29136,scil15571,S , 1, -, -, -,  N,-,1026,-,-
sctid29136,scil15572,M , 5, -, -, -,  N,-,106,-,-
sctid29140,scil15573,_ , 3, -, -, -,  N,-,991,-,-
sctid29142,scil15574,_ , 2, -, -, -,  N,-,670,-,-
sctid29146,scil15575,_ , 4, -, -, -,  N,-,979,-,-
sctid29148,scil15576,S , 1, -, -, -,  N,-,1026,-,-
sctid29148,scil15577,M , 5, -, -, -,  N,-,106,-,-
sctid29152,scil15578,_ , 1, -, -, -,  N,-,718,-,-
sctid29159,scil15579,_ , 4, -, -, -,  N,-,659,-,-
sctid29162,scil15580,_ , 5, -, -, -,  N,-,237,-,-
sctid29163,scil15581,_ , 3, -, -, -,  N,-,207,-,-
sctid29164,scil15582,_ , 4, -, -, -,  N,-,201,-,-
sctid29167,scil15583,_ , 2, -, -, -,  N,-,808,-,-
sctid29168,scil15584,S , 3, -, -, -,  N,-,172,-,-
sctid29171,scil15585,M , 5, -, -, -,  N,-,1004,-,-
sctid29173,scil15586,S , 1, -, -, -,  N,-,900,-,-
sctid29176,scil15587,_ , 3, -, -, -,  N,-,756,-,-
sctid29179,scil15588,_ , 1, -, -, -,  N,-,136,-,-
sctid29180,scil15589,_ , 5, -, -, -,  N,-,127,-,-
sctid29182,scil15590,_ , 2, -, -, -,  N,-,932,-,-
sctid29185,scil15591,_ , 2, -, -, -,  N,-,311,-,-
sctid29191,scil15592,_ , 2, -, -, -,  N,-,655,-,-
sctid29195,scil15593,_ , 1, -, -, -,  N,-,855,-,-
sctid29200,scil15594,_ , 4, -, -, -,  N,-,1230,-,-
sctid29202,scil15595,S , 1, -, -, -,  N,-,1074,-,-
sctid29207,scil15596,_ , 2, -, -, -,  N,-,776,-,-
sctid29210,scil15597,_ , 2, -, -, -,  N,-,781,-,-
sctid29213,scil15598,_ , 1, -, -, -,  N,-,982,-,-
sctid29217,scil15599,_ , 1, -, -, -,  N,-,931,-,-
sctid29217,scil15600,_ , 1, -, -, -,  N,-,203,-,-
sctid29223,scil15601,_ , 4, -, -, -,  N,-,1133,-,-
sctid29227,scil15602,_ , 2, -, -, -,  N,-,146,-,-
sctid29228,scil15603,_ , 1, -, -, -,  N,-,1230,-,-
sctid29228,scil15604,_ , 3, -, -, -,  N,-,101,-,-
sctid29228,scil15605,M , 4, -, -, -,  N,-,124,-,-
sctid2922,scil15606,_ , 1, -, -, -,  N,-,765,-,-
sctid29233,scil15607,S , 1, -, -, -,  N,-,1015,-,-
sctid29236,scil15608,_ , 4, -, -, -,  N,-,954,-,-
sctid29243,scil15609,S , 1, -, -, -,  N,-,249,-,-
sctid29243,scil15610,_ , 1, -, -, -,  N,-,779,-,-
sctid29246,scil15611,_ , 3, -, -, -,  N,-,672,-,-
sctid29251,scil15612,_ , 2, -, -, -,  N,-,499,-,-
sctid29255,scil15613,_ , 2, -, -, -,  N,-,540,-,-
sctid29257,scil15614,_ , 4, -, -, -,  N,-,1017,-,-
sctid29262,scil15615,S , 1, -, -, -,  N,-,1181,-,-
sctid29265,scil15616,_ , 3, -, -, -,  N,-,1158,-,-
sctid29268,scil15617,_ , 4, -, -, -,  N,-,173,-,-
sctid29272,scil15618,_ , 3, -, -, -,  N,-,1125,-,-
sctid29274,scil15619,_ , 3, -, -, -,  N,-,653,-,-
sctid29275,scil15620,_ , 2, -, -, -,  N,-,468,-,-
sctid29280,scil15621,_ , 1, -, -, -,  N,-,930,-,-
sctid29280,scil15622,M , 4, -, -, -,  N,-,214,-,-
sctid29286,scil15623,_ , 2, hsap1621, mmus1091, scer52,  Y,MTHFD1,940,Mthfd1,MIS1
sctid29292,scil15624,_ , 4, -, -, -,  N,-,118,-,-
sctid29297,scil15625,M , 4, -, -, -,  N,-,755,-,-
sctid29298,scil15626,_ , 4, -, -, -,  N,-,565,-,-
sctid29301,scil15627,_ , 1, -, -, -,  N,-,987,-,-
sctid29307,scil15628,S , 1, -, -, -,  N,-,1023,-,-
sctid29307,scil15629,M , 5, -, -, -,  N,-,106,-,-
sctid29311,scil15630,_ , 2, -, -, -,  N,-,561,-,-
sctid29314,scil15631,_ , 1, -, -, -,  N,-,107,-,-
sctid29316,scil15632,_ , 2, -, -, scer69,  Y,-,642,-,NPL4
sctid29319,scil15633,_ , 4, -, -, -,  N,-,133,-,-
sctid29324,scil15634,S , 2, -, -, -,  N,-,220,-,-
sctid29324,scil15635,_ , 1, -, -, -,  N,-,861,-,-
sctid29324,scil15636,_ , 2, -, -, -,  N,-,177,-,-
sctid29329,scil15637,S , 1, -, -, -,  N,-,919,-,-
sctid2932,scil15638,S , 3, -, -, -,  N,-,1142,-,-
sctid29331,scil15639,_ , 5, -, -, -,  N,-,1140,-,-
sctid29334,scil15640,_ , 1, -, -, -,  N,-,498,-,-
sctid29335,scil15641,_ , 2, -, -, -,  N,-,354,-,-
sctid29336,scil15642,_ , 2, -, -, -,  N,-,262,-,-
sctid29337,scil15643,_ , 2, -, -, -,  N,-,170,-,-
sctid29338,scil15644,_ , 3, -, -, -,  N,-,134,-,-
sctid29340,scil15645,_ , 5, -, -, -,  N,-,109,-,-
sctid29340,scil15646,M , 5, -, -, -,  N,-,1102,-,-
sctid29343,scil15647,_ , 1, -, -, -,  N,-,1228,-,-
sctid29347,scil15648,_ , 2, -, -, -,  N,-,550,-,-
sctid29349,scil15649,S , 1, -, -, -,  N,-,308,-,-
sctid29349,scil15650,_ , 1, -, -, -,  N,-,1228,-,-
sctid29352,scil15651,_ , 2, -, -, scer928,  Y,-,571,-,NGL1
sctid29354,scil15652,_ , 2, -, -, -,  N,-,110,-,-
sctid29355,scil15653,M , 3, -, -, -,  Y,-,1228,-,-
sctid29359,scil15654,_ , 3, -, -, -,  N,-,528,-,-
sctid29361,scil15655,_ , 3, -, -, -,  N,-,319,-,-
sctid29364,scil15656,_ , 5, -, -, -,  N,-,899,-,-
sctid29367,scil15657,_ , 2, -, -, -,  N,-,1227,-,-
sctid2936,scil15658,_ , 2, -, -, -,  N,-,2902,-,-
sctid29370,scil15659,_ , 5, -, -, -,  N,-,1139,-,-
sctid29373,scil15660,_ , 2, -, -, -,  N,-,239,-,-
sctid29376,scil15661,S , 1, -, -, -,  N,-,979,-,-
sctid29377,scil15662,_ , 3, -, -, -,  N,-,1018,-,-
sctid29381,scil15663,_ , 3, -, -, -,  N,-,712,-,-
sctid29384,scil15664,_ , 1, -, -, -,  N,-,887,-,-
sctid29388,scil15665,_ , 3, -, -, -,  N,-,391,-,-
sctid29393,scil15666,_ , 2, -, -, -,  N,-,151,-,-
sctid29398,scil15667,_ , 2, -, -, -,  N,-,307,-,-
sctid29404,scil15668,_ , 3, -, -, -,  N,-,1064,-,-
sctid29406,scil15669,_ , 1, -, -, -,  N,-,947,-,-
sctid29416,scil15670,S , 1, -, -, -,  N,-,1070,-,-
sctid29421,scil15671,M , 3, -, -, -,  Y,-,1336,-,-
sctid29421,scil15672,M , 3, -, -, -,  Y,-,347,-,-
sctid29422,scil15673,_ , 1, -, -, -,  N,-,1061,-,-
sctid29437,scil15674,_ , 1, -, -, -,  N,-,217,-,-
sctid29437,scil15675,_ , 1, -, -, -,  N,-,927,-,-
sctid29443,scil15676,_ , 3, -, -, -,  N,-,767,-,-
sctid29446,scil15677,_ , 1, -, -, -,  N,-,973,-,-
sctid29447,scil15678,M , 4, -, -, -,  N,-,586,-,-
sctid29448,scil15679,S , 5, -, -, -,  N,-,516,-,-
sctid29449,scil15680,S , 3, -, -, -,  N,-,468,-,-
sctid29452,scil15681,_ , 3, -, -, -,  N,-,1049,-,-
sctid29458,scil15682,S , 1, -, -, -,  N,-,885,-,-
sctid29459,scil15683,S , 1, -, -, -,  N,-,132,-,-
sctid29461,scil15684,M , 4, -, -, -,  N,-,1185,-,-
sctid29465,scil15685,S , 1, -, -, -,  N,-,916,-,-
sctid29467,scil15686,_ , 3, -, -, -,  N,-,662,-,-
sctid29472,scil15687,_ , 2, -, -, -,  N,-,731,-,-
sctid29475,scil15688,_ , 2, hsap1931, mmus964, -,  Y,NBR1,926,Nbr1,-
sctid29479,scil15689,_ , 2, -, -, -,  N,-,256,-,-
sctid29481,scil15690,_ , 2, -, -, -,  N,-,489,-,-
sctid29482,scil15691,S , 1, -, -, -,  N,-,301,-,-
sctid29484,scil15692,_ , 1, -, -, -,  N,-,942,-,-
sctid29488,scil15693,M , 1, hsap1276, mmus1191, -,  Y,GLUD1,534,Glud1,-
sctid29495,scil15694,M , 1, hsap1226, mmus1136, scer239,  Y,PITRM1,1019,Pitrm1,CYM1
sctid29497,scil15695,_ , 5, -, -, -,  N,-,365,-,-
sctid2949,scil15696,_ , 3, -, -, -,  N,-,5457,-,-
sctid29504,scil15697,_ , 4, -, -, -,  N,-,1224,-,-
sctid29506,scil15698,_ , 3, -, -, -,  N,-,811,-,-
sctid29510,scil15699,_ , 1, -, -, -,  N,-,925,-,-
sctid29510,scil15700,_ , 1, -, -, -,  N,-,203,-,-
sctid29516,scil15701,_ , 5, -, -, -,  N,-,931,-,-
sctid29519,scil15702,_ , 5, -, -, -,  N,-,539,-,-
sctid29521,scil15703,_ , 1, -, -, -,  N,-,1224,-,-
sctid29525,scil15704,_ , 1, -, -, -,  N,-,634,-,-
sctid29529,scil15705,_ , 1, -, -, -,  N,-,1224,-,-
sctid29529,scil15706,_ , 3, -, -, -,  N,-,101,-,-
sctid29529,scil15707,M , 4, -, -, -,  N,-,124,-,-
sctid29534,scil15708,S , 1, -, -, -,  N,-,864,-,-
sctid29537,scil15709,_ , 2, -, -, -,  N,-,706,-,-
sctid29538,scil15710,_ , 2, -, -, -,  N,-,383,-,-
sctid29544,scil15711,_ , 4, -, -, -,  N,-,109,-,-
sctid29545,scil15712,S , 2, -, -, -,  N,-,105,-,-
sctid29547,scil15713,_ , 5, -, -, -,  N,-,1135,-,-
sctid29549,scil15714,_ , 3, -, -, -,  N,-,328,-,-
sctid29550,scil15715,_ , 2, -, -, -,  N,-,203,-,-
sctid29551,scil15716,_ , 1, -, -, -,  N,-,181,-,-
sctid29554,scil15717,_ , 2, -, -, -,  N,-,1223,-,-
sctid29557,scil15718,_ , 1, -, -, -,  N,-,260,-,-
sctid29558,scil15719,_ , 1, -, -, -,  N,-,127,-,-
sctid29559,scil15720,_ , 4, -, -, -,  N,-,116,-,-
sctid29561,scil15721,S , 1, -, -, -,  N,-,555,-,-
sctid29569,scil15722,M , 4, -, -, -,  N,-,214,-,-
sctid29569,scil15723,_ , 1, -, -, -,  N,-,924,-,-
sctid29575,scil15724,_ , 3, -, -, -,  N,-,528,-,-
sctid29576,scil15725,_ , 2, -, -, -,  N,-,367,-,-
sctid29577,scil15726,_ , 2, -, -, -,  N,-,324,-,-
sctid29583,scil15727,_ , 4, -, -, -,  N,-,806,-,-
sctid29585,scil15728,S , 1, -, -, -,  N,-,788,-,-
sctid29588,scil15729,_ , 1, -, -, -,  N,-,772,-,-
sctid29591,scil15730,S , 1, -, -, -,  N,-,419,-,-
sctid29592,scil15731,_ , 1, -, -, -,  N,-,413,-,-
sctid29596,scil15732,_ , 1, -, -, -,  N,-,1223,-,-
sctid29605,scil15733,_ , 2, -, -, -,  N,-,854,-,-
sctid29607,scil15734,_ , 3, -, -, -,  N,-,1471,-,-
sctid29616,scil15735,_ , 1, -, -, -,  N,-,998,-,-
sctid29622,scil15736,M , 3, -, -, -,  Y,-,891,-,-
sctid29626,scil15737,_ , 2, -, -, -,  N,-,1222,-,-
sctid29629,scil15738,S , 3, -, -, -,  N,-,838,-,-
sctid29632,scil15739,_ , 4, -, -, -,  N,-,564,-,-
sctid29635,scil15740,_ , 1, hsap1680, mmus1117, -,  Y,ALKBH1,413,Alkbh1,-
sctid29639,scil15741,_ , 1, -, -, -,  N,-,878,-,-
sctid29643,scil15742,_ , 5, -, -, -,  N,-,481,-,-
sctid29644,scil15743,M , 5, -, -, -,  N,-,235,-,-
sctid29649,scil15744,S , 2, -, -, -,  N,-,805,-,-
sctid2964,scil15745,S , 1, -, -, -,  N,-,2156,-,-
sctid29654,scil15746,_ , 5, -, -, -,  N,-,894,-,-
sctid29657,scil15747,S , 2, -, -, -,  N,-,1122,-,-
sctid29660,scil15748,M , 5, -, -, -,  N,-,1009,-,-
sctid29664,scil15749,S , 1, -, -, -,  N,-,824,-,-
sctid29669,scil15750,_ , 2, -, -, -,  N,-,244,-,-
sctid29670,scil15751,_ , 5, -, -, -,  N,-,209,-,-
sctid29673,scil15752,_ , 4, -, -, -,  N,-,100,-,-
sctid29674,scil15753,_ , 1, -, -, -,  N,-,1222,-,-
sctid29679,scil15754,_ , 3, -, -, -,  N,-,135,-,-
sctid29682,scil15755,_ , 5, -, -, -,  N,-,972,-,-
sctid29689,scil15756,S , 1, -, -, -,  N,-,241,-,-
sctid29689,scil15757,_ , 1, -, -, -,  N,-,771,-,-
sctid2968,scil15758,_ , 5, -, -, -,  N,-,2988,-,-
sctid29692,scil15759,_ , 2, -, -, -,  N,-,727,-,-
sctid29695,scil15760,_ , 1, -, -, -,  N,-,939,-,-
sctid29699,scil15761,_ , 2, -, -, -,  N,-,526,-,-
sctid29700,scil15762,S , 1, -, -, -,  N,-,216,-,-
sctid29704,scil15763,M , 5, -, -, -,  N,-,641,-,-
sctid29705,scil15764,_ , 4, -, -, -,  N,-,1221,-,-
sctid29710,scil15765,_ , 5, -, -, -,  N,-,101,-,-
sctid29711,scil15766,_ , 2, -, -, -,  N,-,830,-,-
sctid29716,scil15767,_ , 1, -, -, -,  N,-,126,-,-
sctid29718,scil15768,_ , 4, -, -, -,  N,-,110,-,-
sctid29723,scil15769,M , 2, -, -, -,  Y,-,555,-,-
sctid29724,scil15770,S , 5, -, -, -,  N,-,200,-,-
sctid29726,scil15771,S , 1, -, -, -,  N,-,1087,-,-
sctid29730,scil15772,_ , 4, -, -, -,  N,-,957,-,-
sctid29732,scil15773,_ , 1, -, -, -,  N,-,767,-,-
sctid29735,scil15774,M , 5, -, -, -,  N,-,663,-,-
sctid29736,scil15775,M , 3, -, -, -,  Y,-,183,-,-
sctid29740,scil15776,_ , 2, -, -, -,  N,-,1031,-,-
sctid29741,scil15777,_ , 2, -, -, -,  N,-,723,-,-
sctid29743,scil15778,M , 3, -, -, -,  Y,-,486,-,-
sctid29747,scil15779,_ , 3, -, -, -,  N,-,982,-,-
sctid29752,scil15780,_ , 4, -, -, -,  N,-,803,-,-
sctid29755,scil15781,_ , 2, -, -, -,  N,-,970,-,-
sctid29757,scil15782,S , 1, -, -, -,  N,-,153,-,-
sctid29762,scil15783,_ , 4, -, -, -,  N,-,1045,-,-
sctid29765,scil15784,S , 1, -, -, -,  N,-,673,-,-
sctid29770,scil15785,_ , 1, -, -, -,  N,-,536,-,-
sctid29771,scil15786,M , 3, -, -, -,  Y,-,304,-,-
sctid29772,scil15787,S , 4, -, -, -,  N,-,119,-,-
sctid29773,scil15788,_ , 1, -, -, -,  N,-,116,-,-
sctid29775,scil15789,_ , 3, -, -, -,  N,-,662,-,-
sctid29780,scil15790,_ , 3, -, -, -,  N,-,1051,-,-
sctid29783,scil15791,M , 1, -, -, -,  Y,-,700,-,-
sctid29785,scil15792,_ , 2, -, -, -,  N,-,102,-,-
sctid29786,scil15793,M , 4, -, -, -,  N,-,800,-,-
sctid29792,scil15794,_ , 5, -, -, -,  N,-,110,-,-
sctid29795,scil15795,_ , 1, -, -, -,  N,-,644,-,-
sctid29797,scil15796,_ , 4, -, -, -,  N,-,1006,-,-
sctid29802,scil15797,_ , 1, -, -, -,  N,-,390,-,-
sctid29805,scil15798,M , 4, -, -, -,  N,-,101,-,-
